isbsg_project_id,external_eef_data_quality_rating,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_group,project_prf_application_type,project_prf_development_type,tech_tf_development_platform,tech_tf_language_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,project_prf_case_tool_used,process_pmf_development_methodologies,process_pmf_prototyping_used,process_pmf_docs,tech_tf_architecture,tech_tf_client_server,tech_tf_client_roles,tech_tf_server_roles,tech_tf_type_of_server,tech_tf_type_of_server.1,tech_tf_client/server_description,tech_tf_web_development,tech_tf_dbms_used,tech_tf_tools_used,people_prf_project_user_involvement,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_1_yr,people_prf_it_experience_1_to_3_yr,people_prf_it_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,project_prf_total_project_cost,project_prf_cost_currency,project_prf_currency_multiple
23265,b,2014,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,3gl,c#,14.0,xs,378,350,41.3,40.8,,15.2,8.4,1.2,,,,agile development;multifunctional teams;scrum,,1,stand alone,,,,,,,,,0,,,,,,,,,,,,,,,,no
26195,b,2013,service industry,government,business application,catalogue/register of things or events;logistic or supply planning & control,new development,pc,4gl,.net,9.0,s,10,10,3.4,3.9,16.4,13.2,16.6,1.8,1,4.0,,agile development,,12,multi-tier with web public interface,,,,,,,web,,0,,,,,,,,,,,,,,,"european, euro",
32296,b,2010,education,education institution,business application,web-based application,enhancement,proprietary,3gl,proprietary agile platform,228.0,m1,13634,7499,35.6,37.3,,62.8,32.9,7.9,2,17.0,,agile development,,6,multi-tier with web public interface,,,security/authentication,,,,web,yes,0,,,1.0,,,,,,,1.0,,0.0,0.0,,,
30658,a,2010,education,high tech,business application,data or database management,new development,,5gl,abap,259.0,m2,464,499,0.8,1.0,,235.9,,2.1,,26.0,,agile development,,4,multi-tier with web public interface,,,,,,,,,0,,,0.0,,,,,,,,15.0,,0.0,,"canada, dollar",
22347,b,2012,manufacturing,"financial, property & business services",,course management,new development,,5gl,c#,492.0,m1,1555,1169,1.7,2.1,,75.9,43.8,6.8,5-8,,yes,agile development,,9,multi-tier with web public interface,,,database server;html/web server,,,,,,0,,,,,,,,,,4.0,67.0,0.0,,,,no
32725,b,2011,education,transport & storage,business application,airport management,enhancement,pc,4gl,proprietary agile platform,245.0,m1,526,671,1.3,1.9,,47.1,64.9,9.9,,4.0,no,agile development,,6,client server,,,,,,,,,0,,,,,,,,,9.0,4.0,,,,,"canada, dollar",no
29310,b,2007,education,transport & storage,,promotions,new development,proprietary,4gl,c#,341.0,m2,7742,6443,2.6,3.2,,81.7,14.4,7.2,2,14.0,,agile development,,1,multi-tier with web public interface,,,database server,,,,web,yes,0,,,,,,,,0.0,7.0,4.0,,,0.0,,,
14345,b,2014,manufacturing,education institution,business application,web-based application,enhancement,,3gl,c#,224.0,m2,1469,1460,8.0,9.3,0.1,241.5,,4.2,,,,agile development;extreme programming xp;iterative;rapid application development rad;scrum;timeboxing;unified process;imes oom,,1,multi-tier with web public interface,,,database server;html/web server;mail server;security/authentication,,,,,,0,,,,,,,,,,,,,0.0,107788.0,"canada, dollar",no
19161,a,2011,government,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,,business application,enhancement,,3gl,c#,321.0,m2,22492,13818,51.2,53.7,,56.5,7.8,15.5,5-8,,,agile development,,2,,,,data acquisation,,,,,yes,1,,1.0,,3.0,,,,4.0,,4.0,,0.0,1.0,,,
31166,b,2009,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,3gl,.net,5.0,xs,10,10,1.0,1.2,152.9,0.3,0.3,17.9,1,,,agile development,,1,,,,,,,,,yes,1,,,0.0,,,,,,,,,,,,,
29471,b,2010,service industry,"education institution;electricity, gas, water;ieee",business application,content management system;dynamic website,new development,,4gl,.net,72.0,m1,18,25,0.9,1.0,,,,13.6,,,,agile development,yes,6,multi-tier with web public interface,,,,,,,,yes,0,,,,4.0,,,,,,,,0.0,,,,no
22069,a,2014,government,government,business application,security/authentication,enhancement,pc,4gl,c#,150.0,s,614,369,7.1,8.5,,269.4,,0.7,1,4.0,,agile development,,15,client server,yes,,,,,,,,0,,,,1.0,,,,,,,,,,,"european, euro",no
27333,b,2014,electronics & computers,government,business application,auditing management,enhancement,,4gl,.net,6.0,s,77,72,21.2,21.9,,4.4,,2.0,,,,agile development,,1,,,,,,,,,,0,,,,,,,,,13.0,,35.0,,0.0,,,
14535,b,2012,government,community services;government;public administration,business application,security/authentication,enhancement,multi,5gl,java,236.0,s,12147,7181,35.2,36.2,0.0,98.8,39.8,2.3,9-14,30.0,,agile development,,1,client server,,,,,,,,,0,,,,7.0,,,,,3.0,,,0.0,,,,no
30029,c,2014,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,3gl,c#,340.0,m1,93,67,0.5,0.6,,73.4,92.2,8.6,1,2.0,yes,agile development,,20,stand alone,,,,,,,,yes,1,,,,,,,,,,3.0,,,0.0,,"european, euro",
28393,b,2008,government,"education institution;electricity, gas, water;ieee",business application,surveillance and security,enhancement,pc,3gl,java,31.0,xs,410,585,0.9,1.2,,0.7,0.3,17.2,21-30,10.0,,agile development,yes,3,,,web public interface,,,,,,yes,1,,3.0,8.0,8.0,,,,5.0,9.0,,19.0,,0.0,,,
32725,b,2010,wholesale & retail,high tech,business application,online analysis and reporting,new development,proprietary,5gl,java,1133.0,m2,19512,11153,1.6,2.1,,450.4,,3.4,2,,,agile development,,1,,,,,,,,,,0,,,,,,,,,8.0,,12.0,,,,"european, euro",
21837,b,2013,banking,government,business application,surveillance and security,enhancement,mr,3gl,oracle,4.0,xs,13,16,32.9,34.4,,0.3,0.7,3.0,5-8,,,agile development,,19,multi-tier with web public interface,,,security/authentication,,,,,,0,,,,,,,,,,,,,,,,no
23265,a,2010,banking,government,business application,electronic data interchange,new development,,5gl,c#,613.0,,1129,551,0.5,0.5,,299.2,41.7,7.4,3-4,4.0,,agile development,,20,multi-tier with web public interface,yes,web/html browser,database server;file &/or print server;html/web server;mail server;security/authentication,,,,web,,0,,2.0,8.0,,,,,1.0,,,,,1.0,,,
17275,b,2012,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,new development,pc,3gl,c#,40.0,xs,367,165,5.3,6.2,1.1,41.3,0.9,7.7,3-4,3.0,,agile development,,20,stand alone,,,database server;file &/or print server;html/web server;multi-user legacy application,,,,,yes,1,,,0.0,,,,,,,4.0,,0.0,1.0,,,
18119,b,2011,government,community services,infrastructure software,data or database management,enhancement,,4gl,oracle,460.0,s,26659,16988,35.9,37.3,,30.5,,12.5,2,9.0,yes,agile development,,1,multi-tier with web public interface,,,database server;html/web server,,,,web,,0,,0.0,,,,,,1.0,,4.0,,,1.0,,,
14335,a,2014,government,government,business application,surveillance and security,enhancement,pc,3gl,oracle,9.0,m1,12,14,11.3,12.6,,1.5,2.1,3.6,,3.0,,agile development;personal software process psp;unified process,,20,,,web/html browser,,,,,,yes,0,,,,,,,,,,,,,,,,
20465,b,2013,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,3gl,c#,108.0,s,1357,675,7.4,8.7,,14.1,5.8,11.8,,,,agile development,,17,stand alone,,run a computer-human interface;data entry & validation;data retrieval & presentation;web/html browser,,,,,,yes,0,,,,,,,,1.0,,,,0.0,,132628.0,,
16563,b,2012,education,transport & storage,business application,content management system;dynamic website,new development,proprietary,5gl,.net,85.0,xxs,78,71,3.2,3.5,,36.5,8.7,2.0,3-4,,,agile development,yes,1,multi-tier with web public interface,,,,,,,web,,0,,,,,,,,,8.0,,,,,,,
24701,b,2012,service industry,government,business application,business application,enhancement,multi,3gl,c#,53.0,xs,2468,1594,19.9,21.2,,14.8,15.6,1.3,3-4,14.0,yes,agile development,yes,2,client server,,,security/authentication,,,,web,,0,,,0.0,8.0,,,,1.0,,,12.0,,,,,
29221,a,2009,government,government,,content management system;dynamic website,new development,,4gl,oracle,160.0,s,508,430,1.8,2.4,18.6,27.5,29.1,8.9,,,,agile development,,17,,no,,,,,,web,yes,0,,,,,,,,,,,,,0.0,,,
30621,b,2012,education,government,business application,surveillance and security,new development,pc,4gl,c++,58.0,s,337,346,2.2,2.6,0.0,118.5,102.3,1.2,3-4,7.0,,agile development,,1,stand alone,,,,,,,web,yes,0,,,,,,,,,,,9.0,,,,,
24701,a,2013,government,community services,business application,workflow support & management;complex process control,new development,pc,4gl,c#,391.0,m2,2228,1199,3.5,4.4,,283.3,201.5,2.6,1,9.0,,agile development;personal software process psp;unified process,,19,stand alone,yes,,,,,,,,0,,,0.0,,,,,5.0,3.0,,,,,,"european, euro",
17548,a,2012,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,real-time application,financial transaction process/accounting;management or performance reporting;data warehouse system,new development,pc,4gl,c#,896.0,s,4039,2008,0.7,0.9,,104.6,,12.2,,,yes,agile development,,20,stand alone,no,web/html browser,,,,,web,yes,0,,,,,,,,0.0,,2.0,47.0,,,,"canada, dollar",
32692,b,2009,service industry,community services,business application,business application,new development,multi,4gl,.net,56.0,m1,2170,1701,17.9,18.7,37.6,3.6,,16.3,21-30,,,agile development,,2,client server,,web/html browser,database server;file &/or print server;html/web server;mail server;security/authentication,,,,,yes,0,,0.0,5.0,,,,,4.0,7.0,0.0,,1.0,,,,
25247,b,2013,banking,government,real-time application,surveillance and security,enhancement,pc,3gl,c#,222.0,m1,1543,1162,6.1,6.9,0.8,83.9,97.0,5.2,1,3.0,,agile development,,1,,,,,,,,web,,0,,,,6.0,,,,,,,16.0,,,,,
31166,b,2011,government,community services,business application,surveillance and security,enhancement,multi,3gl,c#,226.0,xxs,311,144,0.8,0.9,,92.5,150.5,10.2,1,2.0,,agile development,,11,stand alone,,,,,,,web,yes,0,,,,2.0,,,,,4.0,,,,,,,
17275,a,2012,manufacturing,government,business application,surveillance and security,new development,proprietary,3gl,oracle,6.0,xs,292,201,59.4,58.4,,1.3,1.2,5.6,,11.0,,agile development,,16,multi-tier with web public interface,yes,,security/authentication,,,,,,0,,,,,,,,0.0,,,,0.0,0.0,,,
18328,a,2008,banking,"education institution;electricity, gas, water;ieee",business application,surveillance and security,new development,pc,3gl,.net,35.0,m1,1917,1854,15.9,17.1,47.4,1.1,,18.6,,5.0,,agile development,,1,stand alone,no,,,,,,web,yes,3,,0.0,1.0,2.0,,,,,,,,0.0,1.0,35291.0,"european, euro",
32725,b,2012,medical & health care,government,business application,course management,enhancement,multi,5gl,c#,364.0,m2,686,343,0.7,0.8,,401.0,192.2,3.8,,5.0,,agile development,yes,12,multi-tier with web public interface,,,,,,,,,0,,3.0,,4.0,,,,,,,,,,,,
18119,b,2008,financial,community services;government;public administration,business application,proposal builder,new development,mr,4gl,pl/i,114.0,s,9813,6707,40.9,42.4,,14.7,,12.2,5-8,24.0,,agile development,,1,client server,yes,,,,,,,,0,,8.0,,,,,,0.0,,,38.0,,,,"canada, dollar",
31969,b,2008,banking,government,business application,business application,enhancement,,3gl,c#,347.0,m1,1148,595,0.7,,,121.2,,8.9,,2.0,,agile development,,19,stand alone,,,,,,,web,yes,1,,,0.0,,,,,,,,,0.0,0.0,155067.0,,
26195,b,2011,service industry,government,business application,surveillance and security,enhancement,multi,3gl,c#,3.0,xxs,9,9,6.5,6.6,18.0,0.5,0.3,9.3,1,3.0,,agile development,,1,stand alone,,,,,,,,,0,,,,,,,,,,,18.0,,,62968.0,,
31103,a,2014,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,business application,enhancement,,4gl,.net,73.0,s,15,14,1.0,1.1,,64.8,13.9,3.8,,,,agile development,,19,,,,,,,,,,0,,,,,,,,,,,,,,,"canada, dollar",
23552,a,2012,service industry,high tech,business application,online analysis and reporting,enhancement,multi,5gl,pl/i,177.0,s,6653,3996,48.2,50.2,0.0,40.3,90.4,1.6,1,50.0,,agile development,,12,multi-tier with web public interface,,,,,,,web,,0,,,,,,,,,,,,,,,"canada, dollar",no
29471,b,2014,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,3gl,.net,5.0,xs,581,502,40.9,43.4,,0.7,,2.9,5-8,2.0,,agile development;personal software process psp;unified process,,5,stand alone,,web public interface,,,,,,,1,,0.0,,,,,,1.0,,,13.0,,0.0,,"european, euro",
20465,b,2013,government,education institution,business application,catalogue/register of things or events,enhancement,multi,3gl,oracle,19.0,m1,2374,1584,83.6,84.5,,38.0,26.9,0.9,5-8,27.0,,agile development,,2,,yes,,,,,,,,0,,,0.0,,,,,1.0,5.0,,,,,,"european, euro",
29471,a,2009,service industry,high tech,business application,business application,new development,pc,3gl,c#,76.0,m1,436,667,11.9,13.3,,8.0,6.2,11.5,,,yes,agile development,,2,,yes,,,,,,web,yes,1,,,,,,,,,,,,,0.0,,,
25415,a,2010,medical & health care,information technology,business application,student & tests management,new development,mr,5gl,c#,1952.0,xl,9528,4853,0.5,0.5,,,625.3,8.0,,14.0,yes,agile development,,20,multi-tier with web public interface,,web public interface,,,,,web,,0,,,,,,,,0.0,,1.0,,0.0,,,"european, euro",no
31969,b,2012,electronics & computers,public sector,mathematically-intensive application,data or database management,new development,multi,5gl,java,728.0,m2,6130,2795,4.3,5.3,,546.2,,1.4,2,,,agile development;unified process,,15,,,,,,,,web,,0,,,,,,,,0.0,,24.0,,,,113296.0,"canada, dollar",no
23265,a,2012,government,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,workflow support & management;complex process control,new development,pc,3gl,oracle,9.0,xxs,486,434,50.8,51.0,1.0,7.0,0.9,1.9,,14.0,,agile development;personal software process psp;unified process,,2,multi-tier with web public interface,yes,data entry & validation;data retrieval & presentation;web/html browser,database server,,,,,,0,,,,2.0,,,,1.0,5.0,4.0,,,,,"canada, dollar",
30658,b,2008,service industry,public sector,business application,data or database management,enhancement,proprietary,5gl,oracle,12.0,s,13,30,1.7,2.1,33.7,5.2,6.8,16.4,1,5.0,,agile development,,1,multi-tier with web public interface,,,,,,,web,yes,0,,,,,,,,,,,,,,179097.0,,
19161,d,2009,service industry,"financial, property & business services",business application,security controls,re-development,pc,4gl,java,753.0,l,3038,1773,0.8,0.9,,140.7,,7.8,,,,agile development,,20,multi-tier with web public interface,yes,,,,,,web,yes,0,,,,,,,,,,1.0,,1.0,,32925.0,"canada, dollar",
13384,b,2012,banking,aerospace / automotive,business application,business application,enhancement,,5gl,java,3.0,xs,9,9,6.7,6.6,5.2,1.5,,2.1,1,,,agile development,,1,,,,,,,,,,0,,,1.0,,,,,,6.0,,47.0,,,14269.0,,
23265,b,2014,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,multi,3gl,c#,,xs,34,38,7.8,8.9,4.8,0.3,,4.4,1,,,agile development,,1,stand alone,,,,,,,,yes,0,,,,,,,,,,,,,,59576.0,"european, euro",
19859,b,2013,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,real-time application,business application,new development,pc,3gl,c#,39.0,xs,608,309,15.6,16.1,,7.2,5.7,1.4,2,3.0,,agile development,,3,,,run a computer-human interface;data entry & validation;data retrieval & presentation;web/html browser;security,security/authentication,,,,web,,0,,,,4.0,,,,,,,46.0,,,,"european, euro",
10572,b,2013,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,new development,pc,3gl,.net,35.0,s,208,194,6.9,8.1,,40.2,17.4,1.1,21-30,,,agile development,,1,stand alone,,,,,,,web,yes,0,,,,3.0,,,,,7.0,,,,,,"european, euro",no
32296,a,2011,government,government,business application,surveillance and security,enhancement,,3gl,java,279.0,s,9607,4852,13.2,14.0,3.9,53.6,,10.2,5-8,,no,agile development,,9,multi-tier with web public interface,,web/html browser,security/authentication,,,,,yes,0,,,,,,,,,,1.0,,0.0,1.0,,"european, euro",
25081,b,2012,banking,government,business application,surveillance and security,enhancement,pc,3gl,.net,4.0,xxs,9,9,1.6,1.8,8.4,0.5,,6.2,1,2.0,,agile development,,1,stand alone,,,,,,,,yes,0,,,,,,,,,,,,,,,,
32010,b,2011,,government,business application,surveillance and security,new development,proprietary,4gl,c++,63.0,xs,6907,3835,52.2,51.9,,39.9,,1.2,61-70,,,agile development,,1,client server,,run a computer-human interface;business logic or rule processing;data entry & validation;data retrieval & presentation,database server,,,,web,,0,,,,,,,,2.0,15.0,,,,,,"european, euro",no
