isbsg_project_id,external_eef_data_quality_rating,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_group,project_prf_application_type,project_prf_development_type,tech_tf_development_platform,tech_tf_language_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,project_prf_case_tool_used,process_pmf_development_methodologies,process_pmf_prototyping_used,process_pmf_docs,tech_tf_architecture,tech_tf_client_server,tech_tf_client_roles,tech_tf_server_roles,tech_tf_type_of_server,tech_tf_client/server_description,tech_tf_web_development,tech_tf_dbms_used,tech_tf_tools_used,people_prf_project_user_involvement,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_1_yr,people_prf_it_experience_1_to_3_yr,people_prf_it_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,project_prf_total_project_cost,project_prf_cost_currency,project_prf_currency_multiple
26585,B,2011,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,business application,Enhancement,Multi,3GL,Proprietary Agile Platform,99.0,M1,5553,2653,23.6,24.5,,42.3,4.5,3.1,,,Yes,agile development,Yes,8,Multi-tier with web public interface,,web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,,0,,,,,,,,0.0,12.0,,,,,,"European, euro",
27063,D,2009,Electronics & Computers,"banking; communications; community services; construction; defence; education institution; financial, property & business services; government; manufacturing; medical and health care; professional; real estate & property; transport & storage; wholesale & retail trade",Business Application,security/authentication,New Development,,3GL,Oracle,1506.0,M2,23312,11148,9.1,10.2,,223.1,,15.6,3-4,9.0,Yes,agile development,Yes,20,Client server,No,,database server; html/web server,,,Web,Yes,1,,8.0,0.0,,,,,,,,7.0,1.0,1.0,,"European, euro",
13695,A,2010,Utilities,biotech,Business Application,data or database management,New Development,MR,3GL,Java,1213.0,XL,39413,23140,24.7,26.3,,881.7,,1.4,61-70,68.0,Yes,agile development,Yes,1,Multi-tier with web public interface,Yes,,,,,Web,,0,,1.0,8.0,,,,,8.0,7.0,,,0.0,,,"European, euro",No
13695,B,2015,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,,3GL,Oracle,24.0,S,13,11,1.2,1.6,0.0,91.0,,,1,,No,agile development,Yes,15,,,,,,,Web,,0,,,,,,,,,,,15.0,,,,"European, euro","Yes 10,000"
15148,A,2010,Service Industry,education institution,Business Application,idm,Enhancement,PC,3GL,Java,57.0,M1,59,70,1.7,2.1,,64.9,,6.5,,8.0,Yes,agile development,Yes,11,Multi-tier with web public interface,Yes,,,,,Web,,0,,,0.0,,,,,,,,,,,,"United States, dollar",
27281,B,2011,Service Industry,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,New Development,Proprietary,3GL,.Net,216.0,M1,5379,3175,19.4,20.2,,37.6,,3.0,3-4,25.0,Yes,agile development,Yes,17,Client server,Yes,,,,,Web,,0,,,1.0,,,,,0.0,,,,0.0,0.0,90162.0,"European, euro","Yes 10,000"
27970,B,2014,Service Industry,"education institution; electricity, gas, water; ieee",Business Application,web-based application,Enhancement,Proprietary,3GL,.Net,249.0,M1,560,396,1.5,2.1,,41.3,,2.6,,,Yes,agile development,Yes,17,,,,,,,,,0,,,,,,,,,,,26.0,,,153700.0,"European, euro","Yes 10,000"
25559,B,2013,Service Industry,government,Business Application,project management,Enhancement,,3GL,JavaScript,157.0,M2,292,178,3.2,3.7,,63.7,36.8,3.3,,,Yes,agile development; personal software process (psp); unified process,Yes,10,Multi-tier with web public interface,,data entry & validation; data retrieval & presentation; device/equipment interface,,,,Web,,0,,0.0,,,,,,0.0,,,,,,,"European, euro","Yes 10,000"
14928,B,2012,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,Oracle,8.0,XXS,10,11,1.8,2.2,,1.7,,8.3,1,2.0,Yes,agile development,Yes,1,Stand alone,,,,,,,Yes,0,,,,2.0,,,,,,,,,,,"Canada, dollar",
18820,A,2013,Service Industry,government,Infrastructure Software,surveillance and security,New Development,Multi,3GL,Oracle,978.0,M2,36886,23115,41.8,43.7,,454.8,414.3,2.2,21-30,11.0,Yes,agile development; personal software process (psp); unified process,Yes,1,Multi-tier with web public interface,,,html/web server; multi-user legacy application,,,Web,,0,,,,,,,,,8.0,1.0,,,0.0,,"European, euro","Yes 10,000"
23265,B,2008,Banking,community services,Business Application,auditing management,Enhancement,PC,3GL,.Net,750.0,M1,7434,4662,0.6,0.6,,28.0,42.0,18.0,,,Yes,agile development; personal software process (psp); unified process,Yes,3,Stand alone,Yes,web public interface,,,,Web,Yes,2,,0.0,3.0,,,,,,,,,1.0,0.0,,"European, euro",
19161,B,2012,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,,3GL,.Net,5.0,XXS,488,461,29.6,29.2,21.9,0.5,0.3,15.2,1,4.0,No,agile development,Yes,1,Stand alone,,,,,,,Yes,0,,,,,,,,,,,,,,,"European, euro",
30367,B,2012,Government,"education institution; electricity, gas, water; ieee",Business Application,content management system; dynamic website,New Development,Multi,3GL,.Net,216.0,M1,95,130,0.5,0.6,,53.4,15.3,8.2,1,4.0,Yes,agile development,Yes,10,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,,,,,,,"European, euro",
21719,B,2014,Financial,medical and health care,Business Application,electronic data interchange,New Development,Proprietary,4GL,Proprietary Agile Platform,80.0,M2,9,9,2.8,3.2,,208.2,,1.3,41-50,6.0,Yes,agile development,Yes,20,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,,,36.0,,,,"Canada, dollar","Yes 10,000"
20465,B,2013,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Infrastructure Software,analysis management,Re-development,PC,3GL,Oracle,92.0,S,19,23,0.8,1.0,,15.4,23.1,4.3,,,Yes,agile development,Yes,18,Client server,Yes,web/html browser,,,,Web,Yes,0,,,,,,,,,,,39.0,0.0,,,"European, euro","Yes 10,000"
13695,B,2014,Education,government,Business Application,business application,New Development,Proprietary,3GL,.Net,193.0,M2,109,95,1.4,1.8,,328.4,203.1,1.1,,4.0,Yes,agile development,Yes,15,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,2.0,,,0.0,,,"European, euro","Yes 10,000"
14325,B,2013,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,Proprietary,3GL,.Net,8.0,M1,166,129,7.8,8.8,,15.4,23.0,1.3,,14.0,No,agile development,Yes,1,Stand alone,,,,,,,,0,,,,,,,,2.0,5.0,,,,,,"European, euro",
10572,B,2012,Government,government,Business Application,auditing management,Enhancement,PC,3GL,.Net,169.0,M1,1389,886,21.2,22.4,0.0,47.9,,2.0,,,Yes,agile development,Yes,19,Stand alone,Yes,,,,,,Yes,0,,,0.0,,,,,0.0,,,,0.0,0.0,41027.0,"European, euro",
23839,B,2012,Government,government,Infrastructure Software,surveillance and security,New Development,PC,3GL,.Net,48.0,S,80,67,1.8,2.2,,19.4,10.1,10.7,,,Yes,agile development,Yes,5,Client server,,web public interface,html/web server; security/authentication,,,Web,Yes,0,,,,3.0,,,,0.0,,4.0,,0.0,,,"Canada, dollar",
22069,B,2012,Medical & Health Care,education institution,Business Application,clinical archive,Re-development,PC,3GL,Proprietary Agile Platform,641.0,L,3570,1948,1.7,2.1,5.3,345.2,170.2,3.8,2,,Yes,agile development,Yes,6,Multi-tier with web public interface,,,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,,0,,,,,,,,,,,,,,,"United States, dollar",
25559,B,2012,Manufacturing,government,Business Application,customer billing; financial transaction process/accounting,New Development,Proprietary,4GL,Java,15.0,M1,51,57,16.5,16.8,,,,0.8,5-8,,No,agile development,Yes,2,Multi-tier with web public interface,,,,,,Web,,0,,,,3.0,,,,,,,,,,,"European, euro",
14345,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,3.0,XXS,10,11,6.0,7.0,,0.4,,5.3,1,3.0,No,agile development,Yes,1,Stand alone,,,,,,,,0,,0.0,,7.0,,,,,,,,,,,"European, euro",
22069,B,2009,Utilities,community services; government,Business Application,data or database management,Enhancement,MR,3GL,PL/I,222.0,L,6062,3587,2.1,2.8,,184.5,,1.0,61-70,,Yes,agile development,Yes,1,Multi-tier with web public interface,Yes,,,,,Web,,0,,,8.0,,,,,,9.0,,13.0,,,,"European, euro",
28393,A,2012,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,252.0,S,2973,2051,4.0,5.0,26.5,31.8,91.0,14.7,1,2.0,Yes,agile development; joint application development (jad); multifunctional teams,Yes,12,Stand alone,Yes,business logic or rule processing; data entry & validation; data retrieval & presentation; run a computer-human interface,database server; html/web server,,,,Yes,2,,,,4.0,,,,,4.0,,,,1.0,,"Canada, dollar",
16563,B,2014,Manufacturing,education institution,Business Application,surveillance and security,Enhancement,MR,3GL,Oracle,127.0,S,538,245,9.4,11.4,,136.8,57.0,1.1,,17.0,Yes,agile development,Yes,20,Stand alone,,,,,,,,0,,,2.0,,,,,,,,,0.0,0.0,,"European, euro","Yes 10,000"
26034,B,2008,Utilities,public sector,Infrastructure Software,hospital information system,New Development,MR,3GL,PL/I,465.0,XL,14666,8408,23.1,23.3,,190.6,54.1,2.5,61-70,33.0,Yes,agile development,Yes,1,Multi-tier with web public interface,,data entry & validation; data retrieval & presentation; run a computer-human interface; security; web/html browser,database server; file/print server; html/web server; mail server; security/authentication,,,Web,,0,,,,4.0,,,,,9.0,0.0,23.0,,,,"European, euro",
26034,B,2013,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,New Development,PC,3GL,.Net,20.0,S,320,258,15.8,16.7,,5.0,,8.8,1,,Yes,agile development,Yes,2,Stand alone,,,,,,Web,Yes,0,,,,,,,,,8.0,,35.0,,,,"Canada, dollar",
15723,B,2012,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,,3GL,.Net,241.0,M1,13095,7655,41.4,43.5,,8.4,36.7,9.7,,,Yes,agile development,Yes,3,Stand alone,,web public interface,,,,,Yes,0,,8.0,4.0,,,,,5.0,,18.0,,,,,"European, euro",
30029,B,2014,Service Industry,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,catalogue/register of things or events,Enhancement,Proprietary,3GL,Oracle,222.0,M1,9579,5169,33.4,35.6,,69.1,66.5,1.8,2,18.0,Yes,agile development,Yes,4,Client server,,,,,,,,0,,,,,,,,,,,,,0.0,,"European, euro","Yes 10,000"
32692,D,2010,Education,high tech,Infrastructure Software,project management,Enhancement,PC,3GL,.Net,879.0,M1,30394,18021,31.8,33.6,15.6,74.6,124.1,16.7,2,4.0,Yes,agile development; personal software process (psp); unified process,Yes,14,Multi-tier with web public interface,No,data entry & validation; data retrieval & presentation; run a computer-human interface; web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,2,,11.0,,,,,,0.0,,18.0,,0.0,12.0,,"European, euro",
10572,A,2013,Medical & Health Care,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,business application,New Development,Multi,3GL,JavaScript,395.0,M2,25514,15774,49.7,52.7,,193.4,,0.8,,34.0,Yes,agile development; personal software process (psp); unified process,Yes,1,Client server,,,,,,Web,,0,,,,,,,,4.0,,,,,,,"Canada, dollar","Yes 10,000"
29471,B,2010,Manufacturing,government,Business Application,business application,Enhancement,,3GL,Proprietary Agile Platform,62.0,S,570,456,2.2,2.9,,16.8,30.3,8.5,9-14,4.0,Yes,agile development,Yes,15,Client server,Yes,,multi-user legacy application,,,Web,,0,,,,,,,,,,,,,0.0,,"Canada, dollar",
14928,D,2008,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,208.0,M2,5650,3849,8.6,9.8,,4.2,0.5,19.0,1,,Yes,agile development,Yes,20,Stand alone,No,,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,7,,,2.0,,,,,5.0,,,,2.0,12.0,129520.0,"Canada, dollar",
31969,B,2010,Government,government,Business Application,data or database management,New Development,PC,3GL,Oracle,60.0,S,34,37,0.9,1.0,,28.8,6.5,15.4,,,Yes,agile development,Yes,18,Multi-tier with web public interface,Yes,,,,,Web,,0,,,,,,,,,3.0,,,0.0,0.0,,"European, euro",
15148,A,2012,Manufacturing,aerospace / automotive,Business Application,electronic data interchange,Enhancement,PC,3GL,.Net,369.0,M1,6149,3672,10.6,11.9,,212.9,35.6,4.7,,14.0,Yes,agile development; personal software process (psp); unified process,Yes,10,Multi-tier with web public interface,,business logic or rule processing; database server; run a computer-human interface,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,,0,,,,4.0,,,,,,,14.0,,0.0,,"Canada, dollar",
30466,B,2008,Banking,government,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,67.0,S,2315,1736,8.8,9.7,132.4,2.3,6.4,19.0,1,,Yes,agile development; iterative,Yes,1,,,,,,,Web,Yes,2,,,,,,,,,,,,,,,"European, euro",
26195,B,2011,Banking,government,Business Application,proposal builder,Enhancement,PC,3GL,.Net,19.0,S,518,623,7.8,8.6,2.5,3.7,1.1,13.9,,9.0,No,agile development,Yes,1,Client server,,web/html browser,,,,Web,Yes,0,,,,,,,,,,,15.0,,,,"European, euro",
23265,B,2011,Electronics & Computers,transport & storage,Business Application,customer billing/relationship management,New Development,Proprietary,3GL,.Net,677.0,M1,12162,7906,8.1,9.4,,122.6,249.0,3.7,9-14,21.0,No,agile development,Yes,1,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,5.0,,,,,,"Canada, dollar","Yes 10,000"
19859,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,Oracle,13.0,S,9,9,0.8,0.9,,0.3,,16.7,1,,No,agile development,Yes,20,Stand alone,,,,,,,Yes,0,,,0.0,,,,,,,,36.0,0.0,,,"Canada, dollar",
26585,B,2011,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,New Development,PC,3GL,Oracle,60.0,XXS,2620,1697,9.9,10.9,16.3,2.1,,9.7,1,,Yes,agile development,Yes,1,Stand alone,,,,,,,Yes,0,,,,,,,,,7.0,,,0.0,,,"European, euro",
14535,B,2013,Banking,government,Business Application,business application,Enhancement,PC,3GL,.Net,538.0,S,7115,3008,4.0,4.7,2.7,249.6,114.3,4.1,1,2.0,Yes,agile development; multifunctional teams,Yes,15,Stand alone,,,,,,Web,Yes,0,,0.0,,1.0,,,,,,1.0,9.0,,0.0,,"European, euro",
26034,A,2010,Government,"education institution; electricity, gas, water; ieee",Infrastructure Software,content management system; dynamic website,Enhancement,,3GL,.Net,109.0,S,1187,887,26.8,28.6,,4.2,2.4,15.1,,5.0,Yes,agile development,Yes,19,,No,,,,,,Yes,1,,,1.0,3.0,,,,,4.0,1.0,,0.0,0.0,,"European, euro",
15011,A,2010,Electronics & Computers,"financial, property & business services",Business Application,idm,New Development,,3GL,Oracle,312.0,M2,11604,6088,44.4,45.3,,189.6,48.7,6.9,2,19.0,Yes,agile development; personal software process (psp); unified process,Yes,14,Multi-tier with web public interface,No,web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,,0,,0.0,,,,,,5.0,,1.0,,0.0,0.0,,"Canada, dollar",
27063,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,business application,Enhancement,PC,3GL,.Net,107.0,S,1910,783,9.7,11.8,0.2,37.7,,6.4,1,3.0,Yes,agile development,Yes,20,Stand alone,,,,,,,,0,,,,3.0,,,,22.0,,,,,,164210.0,"European, euro",
25415,B,2008,Banking,government,Infrastructure Software,business application,New Development,PC,3GL,.Net,213.0,M1,898,666,0.5,0.5,,12.5,3.3,18.6,1,3.0,Yes,agile development,Yes,1,,,,,,,Web,Yes,0,,,,3.0,,,,,,,,0.0,0.0,,"European, euro",
18328,B,2012,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,4.0,S,10,11,2.1,2.4,,0.3,,14.2,1,2.0,Yes,agile development,Yes,1,Stand alone,,,,,,,Yes,2,,,,,,,,,,,16.0,,,,"European, euro",
