isbsg_project_id,external_eef_data_quality_rating,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_group,project_prf_application_type,project_prf_development_type,tech_tf_development_platform,tech_tf_language_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,_case_tool_used,process_pmf_development_methodologies,process_pmf_prototyping_used,process_pmf_docs,tech_tf_architecture,tech_tf_client_server,tech_tf_client_roles,tech_tf_server_roles,tech_tf_type_of_server,tech_tf_web_development,tech_tf_dbms_used,tech_tf_tools_used,people_prf_project_user_involvement,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_1_yr,people_prf_it_experience_1_to_3_yr,people_prf_it_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,project_prf_total_project_cost,project_prf_cost_currency,project_prf_currency_multiple
10358,b,2004,banking,banking,business application,web-based application,new development,pc,4gl,visual basic,191.0,m1,571.0,737,3.0,3.9,0.0,95.5,19.1,2.0,5-8,5.0,,,,2,,,,,,web,yes,0.0,,,,,,,,,,,,,,,,
10359,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,19.0,xs,4061.0,4061,213.7,213.7,,1.3,0.0,15.0,51-60,58.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,207539.0,"united states, dollar",no
10361,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,21.0,xs,813.0,813,38.7,38.7,,3.5,0.2,6.0,15-20,20.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,40236.0,"united states, dollar",no
10365,b,2004,,,,,enhancement,,4gl,oracle,12.0,xs,343.0,343,28.6,28.6,,4.8,,2.5,,,,,,2,yes,,,c/s,,,,0.0,,,,,,,,,,,,,,,,
10368,b,2015,communication,telecommunications,business application,workflow support & management,enhancement,multi,,,164.0,m1,3307.0,3307,20.2,20.2,,33.5,,4.9,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
10370,b,2001,manufacturing,manufacturing,business application,financial transaction process/accounting,new development,multi,4gl,sql,702.0,m2,4805.0,4805,6.8,6.8,,57.1,,12.3,,,no,waterfall incl linear processing & ssadm,,3,yes,,,c/s,,,yes,0.0,,,,,,,,,,,,,,,,
10374,a,1994,manufacturing,manufacturing,business application,office information system,new development,pc,4gl,visual basic,292.0,m1,,3570,,12.2,24.0,24.3,8.1,12.0,3-4,3.0,yes,joint application development jad; rapid application development rad,yes,6,no,,,,,,,8.0,,,,,,,,,,,,,,,,
10376,b,1993,manufacturing,manufacturing; wholesale & retail trade; transport & storage,business application,management information system,new development,mf,4gl,ideal,4167.0,xl,4787.0,11934,1.1,2.9,3.1,245.1,24.5,17.0,9-14,10.0,yes,,,5,,,,,,,yes,5.0,,,,,,,,,,,,,,,,
10378,b,2001,insurance,insurance,business application,sales promotion tool,new development,mf,4gl,asp,287.0,m1,2108.0,2108,7.3,7.3,,36.3,,7.9,,,no,waterfall incl linear processing & ssadm,,3,don't know,,,,,,yes,0.0,,,,,,,,,,,,,,,,
10384,b,2003,insurance,insurance,,,enhancement,mf,3gl,cobol,111.0,m1,1222.0,1297,11.0,11.7,,15.9,,7.0,,,,,yes,4,,,,,,,,2.0,,,,,,,,,,,,,,,,
10388,a,2009,service industry,citizens and the municipalities,business application,stock control & order processing,enhancement,multi,4gl,asp.net,139.0,m1,5062.0,5062,36.4,36.4,7.2,12.6,1.3,11.0,9-14,10.0,,,yes,16,yes,,,,,,yes,2.0,,,,10.0,,,,,1.0,9.0,6.0,1.0,1.0,,,
10390,b,1995,banking,banking,,,new development,mf,3gl,cobol,154.0,m1,2408.0,2408,15.6,15.6,,25.7,2.9,6.0,9-14,9.0,don't know,,,3,,,,,,,yes,2.0,,,,,,,,,,,,,,,,
10393,b,2002,service industry,transport & storage,,,enhancement,mf,3gl,rpg,212.0,m1,756.0,756,3.6,3.6,,57.3,,3.7,,,no,waterfall incl linear processing & ssadm,,3,don't know,,,,,,yes,0.0,,,,,,,,,,,,,,,,
10396,b,2014,communication,telecommunications,business application,customer relationship management,enhancement,multi,4gl,visual basic,165.0,m1,2774.0,2774,16.8,16.8,,37.5,,4.4,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
10397,b,2005,communication,communications,mathematically-intensive application,relatively complex application,enhancement,mf,3gl,,3.0,xxs,65.0,65,21.7,21.7,,,,,,,,waterfall incl linear processing & ssadm,,3,,,,,,,yes,0.0,,,,,,,,,,,,,,,,
10398,a,2000,communication,communications,,company hierarchy and staff directory,enhancement,,3gl,c,115.0,m1,1243.0,1498,10.8,13.0,,19.2,4.8,6.0,3-4,4.0,,,yes,5,,,,,,,,0.0,yes,,,,,,,,,,,,,,,
10404,b,2010,manufacturing,manufacturing,business application,logistic indicators,enhancement,mr,3gl,java,72.0,s,,952,,13.2,125.0,18.5,,3.9,,,yes,,,8,yes,,,client server,client server,,yes,4.0,,,,,,,,,,,,,,,,
10409,a,1999,communication,communications,business application,management information system,enhancement,,4gl,oracle,46.0,s,4063.0,4063,88.3,88.3,,6.6,0.6,7.0,9-14,11.0,,,,4,,,,,,,,0.0,yes,,,,,,,,,,,,,,,
10412,b,2013,insurance,insurance,business application,unknown,enhancement,,3gl,pl/sql,53.0,s,329.0,329,6.2,6.2,,7.9,,6.7,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
10422,b,2005,insurance,insurance,,,enhancement,mf,apg,cool:gen,41.0,s,875.0,875,21.3,21.3,,7.9,,5.2,,,yes,waterfall incl linear processing & ssadm,,7,,,,,,,,4.0,,,,,,,,,,,,,,,,
10424,b,2004,,,,,enhancement,,3gl,java,203.0,m1,1822.0,1822,9.0,9.0,,,,,,,,,,2,,,,,,web,,0.0,,,,,,,,,,,,,,,,
10426,a,2008,service industry,car rental,business application,customer relationship management,new development,pc,3gl,c#,90.0,s,2006.0,2006,22.3,22.3,0.0,18.0,2.3,5.0,5-8,8.0,yes,iterative,,16,yes,run a computer-human interface; business logic or rule processing; data entry & validation; data retrieval & presentation; web/html browser; web public interface,database server; ftp server; html/web server; mail server; messaging server; object/component server; security/authentication,,,web,yes,7.0,,,,3.0,,,,,,3.0,6.0,0.0,1.0,139924.0,"united states, dollar",
10427,b,2001,service industry,recreation & personnel services,business application,financial transaction process/accounting,new development,mr,4gl,sql,859.0,m2,11372.0,11372,13.2,13.2,,71.6,,12.0,,,no,waterfall incl linear processing & ssadm,,3,,,,web,,web,yes,0.0,,,,,,,,,,,,,,,,
10430,b,2004,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3gl,java,44.0,s,1416.0,1416,32.2,32.2,,,,,,,,,,3,,,,,,web,,0.0,,,,,,,,,,,,,,,,
10431,a,2001,communication,communications,real-time application,real-time system,new development,mr,3gl,java,1306.0,l,88555.0,88555,67.8,67.8,,68.7,,19.0,,,,joint application development jad; multifunctional teams; rapid application development rad,yes,6,yes,,,proprietary midrange; client: presentation; server: processing,proprietary midrange,,yes,1.0,yes,,,,,,,,,,,,,,,
10434,b,2001,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3gl,pl/i,14.0,xs,180.0,180,12.9,12.9,,4.7,,3.0,,,no,waterfall incl linear processing & ssadm,,3,don't know,,,,,,yes,0.0,,,,,,,,,,,,,,,,
10438,b,2006,utilities,"electricity, gas, water",business application,trading,new development,pc,3gl,c#,,,12269.0,12269,,,,,,11.6,9-14,9.0,,waterfall incl linear processing & ssadm,,2,yes,,,browser-server architecture,,,yes,0.0,,,,,,,,,,,,,,,,
10442,b,2004,financial,"financial, property & business services",business application,financial transaction process/accounting; client server,enhancement,multi,4gl,,,m1,1253.0,1253,,,,,,5.2,,,,,,3,yes,,,client server,,,,0.0,,,,,,,,,,,,,,,,
10445,b,2013,government,government,business application,business application,enhancement,,3gl,php,58.0,s,1214.0,1214,20.9,20.9,0.0,5.8,1.9,10.0,3-4,3.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,127418.0,"european, euro",no
10449,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,18.0,xs,2651.0,2651,147.3,147.3,,3.0,0.1,6.0,31-40,33.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,123081.0,"united states, dollar",no
10450,b,2006,,,business application,financial transaction process/accounting,new development,multi,3gl,java,,m1,2368.0,2368,,,,,,6.2,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,0.0,,,,,,,,,,,,,,,,
10454,b,2006,,,business application,financial transaction process/accounting,new development,multi,3gl,java,,m1,1354.0,1354,,,,,,4.2,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,0.0,,,,,,,,,,,,,,,,
10459,a,1990,communication,communications,,,new development,mr,3gl,c,460.0,m2,10200.0,10200,22.2,22.2,,51.1,17.0,9.0,3-4,3.0,,,,2,,,,,,,yes,0.0,,,,,,,,,,,,,,,,
10460,b,2002,wholesale & retail,consumer goods,business application,fixed asset,enhancement,mf,3gl,cobol,230.0,m1,930.0,930,4.0,4.0,,63.9,,3.6,,,no,waterfall incl linear processing & ssadm,,3,don't know,,,,,,yes,0.0,,,,,,,,,,,,,,,,
10465,b,2011,medical & health care,medical and health care,,not recorded,enhancement,,,,12.0,xs,2920.0,2920,243.3,243.3,,1.2,0.0,10.0,41-50,47.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,160179.0,"united states, dollar",no
10466,b,1999,,,,,enhancement,,,,687.0,m2,1788.0,1788,2.6,2.6,,114.5,28.6,6.0,3-4,4.0,don't know,,,4,,,,,,,,0.0,,,,,,,,,,,,,,,,
10469,b,2015,communication,telecommunications,business application,stock control & order processing,enhancement,multi,3gl,java,85.0,s,357.0,357,4.2,4.2,,9.9,,8.6,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
10470,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,116.0,m1,13316.0,13316,114.8,114.8,,10.5,0.2,11.0,61-70,69.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,569861.0,"united states, dollar",no
10473,b,2015,insurance,insurance,business application,workflow support & management,enhancement,pc,3gl,cobol,56.0,s,295.0,295,5.3,5.3,,6.8,6.8,8.2,1,1.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,16040.0,"european, euro",no
10481,b,2004,service industry,government; community services,business application,catalogue/register of things or events; customer billing/relationship management; electronic data interchange,enhancement,mf,3gl,pl/i,304.0,m2,5377.0,5377,17.7,17.7,36.2,30.4,3.8,10.0,5-8,8.0,no,,,13,no,,,,,,yes,2.0,,1.0,1.0,6.0,,,,1.0,2.0,5.0,12.0,0.0,1.0,,,
10483,b,2009,manufacturing,manufacturing,business application,parts selling,enhancement,mf,3gl,pl/i,20.0,xs,,278,,13.9,0.0,5.0,,4.0,,,,,,8,no,,,mainframe,mainframe,,yes,2.0,,,,,,,,,,,,,,,,
10486,a,2007,government,government,business application,customer billing/relationship management,enhancement,multi,3gl,javascript,132.0,m1,1485.0,1485,11.3,11.3,15.2,11.0,3.7,12.0,3-4,3.0,,,,14,yes,web/html browser,database server; ftp server; html/web server; mail server; security/authentication,,,web,yes,4.0,,3.0,,5.0,,,,3.0,4.0,1.0,1.0,,,,,
10488,b,2000,communication,communications,business application,transaction/production system,enhancement,mf,3gl,cobol,811.0,m2,1076.0,1681,1.3,2.1,2.5,405.5,,2.0,,,,,,4,no,,,,,,,0.0,,,,,,,,,,,,,,,"netherlands, florin",
10492,b,2003,,,,,enhancement,mf,3gl,cobol,5.0,xxs,554.0,554,110.8,110.8,,1.7,,3.0,,,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,,,
10494,b,2013,medical & health care,medical and health care,,not recorded,enhancement,,,,42.0,s,5305.0,5305,126.3,126.3,,2.6,0.1,16.0,31-40,33.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,248917.0,"united states, dollar",no
10496,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,47.0,s,2450.0,2450,52.1,52.1,,2.0,0.1,24.0,31-40,36.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,104783.0,"united states, dollar",no
10500,b,1994,banking,banking,business application,transaction/production system,new development,mf,3gl,cobol,42.0,s,,932,,22.2,47.6,,,,3-4,4.0,,,,4,,,,,,,yes,4.0,,,,,,,,,,,,,,,,
10501,b,2009,manufacturing,manufacturing,business application,factory parts follow up,enhancement,mr,3gl,java,578.0,m2,,13064,,22.6,0.0,49.4,,11.7,,,yes,,,8,yes,,,client server,client server,,yes,4.0,,,,,,,,,,,,,,,,
10502,b,2000,,,,,new development,,3gl,visual basic,28.0,xs,686.0,686,24.5,24.5,142.9,7.0,1.8,4.0,3-4,4.0,yes,,,4,,,,,,,,1.0,,,,,,,,,,,,,,,,
10503,b,2006,,,,,new development,multi,3gl,java,149.0,m1,1492.0,1492,10.0,10.0,,93.1,,1.6,,,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,,,
10505,b,2001,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3gl,pl/i,24.0,xs,2347.0,2347,97.8,97.8,,8.9,,2.7,,,yes,waterfall incl linear processing & ssadm,,3,don't know,,,,,,yes,1.0,,,,,,,,,,,,,,,,
10510,b,1994,insurance,public administration; insurance,business application,transaction/production system,new development,mf,3gl,cobol,1738.0,l,,15142,,8.7,,96.6,,18.0,,,no,joint application development jad,,6,no,,,,,,yes,8.0,yes,,,,1.0,0.0,10.0,,,,3.0,0.0,,784000.0,"united states, dollar",
10512,b,2010,manufacturing,manufacturing,business application,parts selling,enhancement,mr,3gl,pl/i,22.0,xs,,432,,19.6,0.0,6.7,,3.3,,,,,,8,no,,,mainframe,mainframe,,yes,2.0,,,,,,,,,,,,,2.0,,,
10513,b,2000,financial,"financial, property & business services",business application,electronic data interchange,new development,mf,4gl,sql,,m2,4363.0,4363,,,,,,,,,don't know,,,4,yes,,,"unix; client: presentation, processing, data",unix,,yes,2.0,no,,,,,,,,,,,,,,"united states, dollar",
10514,b,2014,communication,telecommunications,business application,data warehouse system,enhancement,multi,3gl,shell,99.0,s,2029.0,2029,20.5,20.5,,17.4,,5.7,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
10515,b,2004,insurance,insurance,,,new development,mf,3gl,pl/i,355.0,m2,2415.0,2415,6.8,6.8,,35.5,,10.0,,,yes,waterfall incl linear processing & ssadm,,6,,,,,,,,4.0,,,,,,,,,,,,,,,,
10518,b,2009,manufacturing,manufacturing,business application,cars documentation,enhancement,mr,3gl,java,328.0,m2,,3355,,10.2,3.0,19.3,,17.0,,,,,,8,yes,,,client server,client server,,yes,2.0,,,,,,,,,,,,,2.0,,,
10519,b,2004,financial,"financial, property & business services",business application,financial transaction process/accounting; client server,enhancement,multi,4gl,,,s,152.0,152,,,,,,1.7,,,,,,3,yes,,,client server,,,,0.0,,,,,,,,,,,,,,,,
10521,b,2014,communication,telecommunications,business application,stock control & order processing,enhancement,multi,3gl,java,135.0,m1,2424.0,2424,18.0,18.0,,32.9,,4.1,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
10523,b,2004,financial,"financial, property & business services",business application,financial transaction process/accounting; client server,enhancement,multi,4gl,,,xxs,55.0,55,,,,,,1.8,,,,,,3,yes,,,client server,,,,0.0,,,,,,,,,,,,,,,,
10525,b,1999,banking,banking,business application,workflow support & management,new development,multi,4gl,lotus notes,77.0,s,218.0,218,2.8,2.8,,40.5,,1.9,,,no,waterfall incl linear processing & ssadm,,3,yes,,,c/s,,,yes,0.0,,,,,,,,,,,,,,,,
10527,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,6.0,xxs,538.0,538,89.7,89.7,,1.0,0.1,6.0,9-14,12.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,30456.0,"united states, dollar",no
10531,b,2013,medical & health care,medical and health care,,not recorded,enhancement,,,,24.0,xs,170.0,170,7.1,7.1,,3.0,0.4,8.0,5-8,8.0,,,,2,,,,,,,,0.0,,,,,,,,,,,,,,5380.0,"united states, dollar",no
10532,b,2000,banking,banking,,,new development,mf,3gl,cobol,149.0,m1,1606.0,1606,10.8,10.8,,7.8,,19.0,,,,,,8,,,,,,,,0.0,,,,,,,,,,,,,,,,
10537,b,2000,manufacturing,manufacturing,business application,executive information system,enhancement,pc,3gl,c++,,m2,1197.0,1197,,,,,,,,,yes,timeboxing,,4,don't know,,,,,,yes,6.0,yes,,,,,,,,,,,,,,"united states, dollar",
10543,a,2000,communication,communications,real-time application,real-time system,enhancement,mr,3gl,c,60.0,s,2053.0,2053,34.2,34.2,,8.6,,7.0,,,,,,4,no,,,,,,yes,2.0,yes,,,,,,,,,,,,,,,
10544,b,1999,communication,communications,business application,transaction/production system,enhancement,pc,apg,cool:gen,342.0,m2,3359.0,3359,9.8,9.8,,103.6,,3.3,,,yes,,,4,yes,,,"unix; client: presentation, processing",unix,,,1.0,,,,,,,,,,,,,,,,
10549,b,2004,,,business application,financial application area,enhancement,multi,4gl,,233.0,m1,1817.0,1817,7.8,7.8,,40.2,,5.8,,,,,,2,yes,,,client server,,,yes,0.0,,,,,,,,,,,,,,,,
10556,b,2004,communication,communications,,,enhancement,mr,3gl,cobol,,,2170.0,2170,,,,,,5.0,5-8,8.0,,,,0,,,,,,,yes,4.0,,,,,,8.0,,,,,,,,,,
10557,b,1998,manufacturing,manufacturing,business application,decision support system,enhancement,pc,4gl,access,62.0,s,2049.0,2049,33.0,33.0,0.0,,,,2,2.0,,,,3,no,,,,,,,0.0,,,,,,,,,,,,,,89040.0,"united states, dollar",
10559,b,2009,manufacturing,manufacturing,business application,after sales parts documentation,enhancement,multi,3gl,c++,115.0,m1,,1414,,12.3,173.9,14.4,,8.0,,,yes,,,8,yes,,,client server,client server,,yes,4.0,,,,,,,,,,,,,3.0,,,
10560,b,2010,manufacturing,manufacturing,business application,stock factory manegement,enhancement,mr,4gl,abap,549.0,m2,,7930,,14.4,0.0,35.2,,15.6,,,yes,,,8,yes,,,client server,client server,,yes,4.0,,,,,,,,,,,,,2.0,,,
10561,b,2006,electronics & computers,computers & software; consumer goods; electronics,infrastructure software,operating system or software utility,new development,pc,3gl,c++,,,2438.0,2513,,,,,,2.0,5-8,8.0,no,,,10,no,,,,,,no,4.0,,,,,,,,,,,2.0,0.0,0.0,64000.0,"united states, dollar","yes 1,000"
10564,b,2002,insurance,insurance,business application,financial transaction process/accounting,enhancement,mf,3gl,visual basic,217.0,m1,6459.0,6459,29.8,29.8,,74.8,,2.9,,,no,waterfall incl linear processing & ssadm,,3,don't know,,,,,,yes,0.0,,,,,,,,,,,,,,,,
10566,b,2001,service industry,recreation & personnel services,business application,financial transaction process/accounting,new development,mr,4gl,sql,359.0,m2,8580.0,8580,23.9,23.9,,42.2,,8.5,,,no,waterfall incl linear processing & ssadm,,3,,,,web,,web,yes,0.0,,,,,,,,,,,,,,,,
10568,b,2013,insurance,insurance,business application,unknown,enhancement,,3gl,cobol,51.0,s,259.0,259,5.1,5.1,,17.0,,3.0,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
10570,a,1997,banking,banking,business application,management information system,new development,mr,3gl,c++,214.0,m1,,3034,,14.2,,30.6,,7.0,,,yes,multifunctional teams,yes,5,yes,,,"unix; client: presentation, processing",unix,,yes,3.0,yes,,,,,,,,,,,0.0,,204724.0,"united states, dollar",
10572,b,2014,government,government,business application,business application,enhancement,,4gl,oracle,85.0,s,774.0,774,9.1,9.1,0.0,212.5,,0.4,,,,agile development,,3,,,,,,,,0.0,,,,,,,,,,,,,,69850.0,"european, euro",no
10573,a,1995,insurance,insurance,business application,transaction/production system,enhancement,mf,3gl,cobol,,m2,,1680,,,,,,8.0,,,don't know,,,4,no,,,,,,yes,0.0,yes,,,,,,,,,,,,,130200.0,"united states, dollar",
10575,b,2001,construction,construction,business application,production management system,new development,pc,3gl,cobol,320.0,m2,1427.0,1427,4.5,4.5,,106.7,,3.0,,,no,waterfall incl linear processing & ssadm,,3,don't know,,,,,,yes,0.0,,,,,,,,,,,,,,,,
10576,b,2000,utilities,"electricity, gas, water",business application,office information system,new development,mf,3gl,c,,m2,1113.0,1113,,,,,,,,,no,,,4,yes,,,"unix; client: presentation, processing",unix,,yes,0.0,no,2.0,3.0,1.0,,,,,,,,,,,"united states, dollar",
10578,b,2005,communication,communications,mathematically-intensive application,relatively complex application,enhancement,multi,4gl,,267.0,m1,8486.0,8486,31.8,31.8,,,,,,,,waterfall incl linear processing & ssadm,,3,yes,,,client server,,,yes,0.0,,,,,,,,,,,,,,,,
10581,b,1995,banking,banking,business application,management information system,new development,mf,apg,telon,74.0,s,804.0,804,10.9,10.9,,9.3,1.5,8.0,5-8,6.0,no,,,5,,,,,,,yes,2.0,,,,,,,,,,,,,,,,
10587,b,1995,banking,banking,business application,transaction/production system,new development,mf,3gl,cobol,324.0,m2,5867.0,5867,18.1,18.1,,27.0,3.4,12.0,5-8,8.0,no,,,5,don't know,,,,,,yes,2.0,,,,,,,,,,,,,,,,
10590,b,2014,communication,telecommunications,business application,customer relationship management,enhancement,multi,4gl,visual basic,251.0,m1,5349.0,5349,21.3,21.3,,81.0,,3.1,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
10592,b,2010,manufacturing,manufacturing,business application,track test management,new development,mr,3gl,php,225.0,m1,,1856,,8.2,88.9,18.1,,12.4,,,yes,,,8,yes,,,client server,client server,,yes,4.0,,,,,,,,,,,,,1.0,,,
10599,b,2009,manufacturing,manufacturing,business application,car selling,enhancement,,3gl,java,85.0,s,,971,,11.4,0.0,14.9,,5.7,,,yes,,,8,yes,,,client server,client server,,yes,4.0,,,,,,,,,,,,,2.0,,,
10602,b,1999,utilities,"electricity, gas, water",business application,trading,new development,multi,4gl,lotus notes,193.0,m1,1718.0,1718,8.9,8.9,,28.0,,6.9,,,no,waterfall incl linear processing & ssadm,,3,yes,,,c/s,,,no,0.0,,,,,,,,,,,,,,,,
10606,b,2006,,,business application,financial transaction process/accounting,new development,multi,4gl,.net,,m1,2471.0,2471,,,,,,6.9,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,0.0,,,,,,,,,,,,,,,,
10607,b,2004,financial,"financial, property & business services",business application,financial transaction process/accounting; client server,enhancement,multi,4gl,,,s,330.0,330,,,,,,1.9,,,,,,3,yes,,,client server,,,,0.0,,,,,,,,,,,,,,,,
10612,b,2012,communication,telecommunications,business application,data warehouse system,enhancement,multi,3gl,shell,92.0,s,956.0,956,10.4,10.4,,22.4,,4.1,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
10614,b,2006,government,public administration,,,enhancement,multi,3gl,html,203.0,m1,498.0,498,2.5,2.5,,20.3,,10.0,,,,,,3,,,,,,,,0.0,,,,,,,,,,,,,,,,
10616,b,2006,manufacturing,manufacturing,real-time application,embedded system/real-time application,enhancement,multi,4gl,,,m2,36169.0,36169,,,,,,,,,,waterfall incl linear processing & ssadm,,3,yes,,,,,,yes,0.0,,,,,,,,,,,,,,,,
10618,b,2009,manufacturing,manufacturing,business application,parts selling,enhancement,mr,3gl,cobol,62.0,s,,626,,10.1,32.3,12.4,,5.0,,,,,,8,no,,,mainframe,mainframe,,yes,2.0,,,,,,,,,,,,,,,,
10621,b,2000,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3gl,rpg,255.0,m1,185.0,185,0.7,0.7,,75.0,,3.4,,,no,waterfall incl linear processing & ssadm,,3,don't know,,,,,,yes,0.0,,,,,,,,,,,,,,,,
