Unnamed_0,External_EEF_Data_Quality_Rating,Project_PRF_Year_of_Project,External_EEF_Industry_Sector,External_EEF_Organisation_Type,Project_PRF_Application_Group,Project_PRF_Application_Type,Project_PRF_Development_Type,Tech_TF_Development_Platform,Tech_TF_Language_Type,Tech_TF_Primary_Programming_Language,Project_PRF_Functional_Size,Project_PRF_Relative_Size,Project_PRF_Normalised_Work_Effort_Level_1,Project_PRF_Normalised_Work_Effort,Project_PRF_Normalised_Level_1_PDR_ufp,Project_PRF_Normalised_PDR_ufp,Project_PRF_Speed_of_Delivery,Project_PRF_Project_Elapsed_Time,Project_PRF_Team_Size_Group,Project_PRF_Max_Team_Size,Project_PRF_CASE_Tool_Used,Process_PMF_Development_Methodologies,Process_PMF_Docs,Tech_TF_Architecture,Tech_TF_Client_Server,Tech_TF_DBMS_Used,Tech_TF_Tools_Used
10361,B,2012,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,21.0,XS,813.0,813,38.7,38.7,3.5,6.0,15-20,20.0,Missing,Missing,2,Missing,Missing,Missing,0.0
10365,B,2004,Missing,Missing,Missing,Missing,Enhancement,Missing,4GL,Oracle,12.0,XS,343.0,343,28.6,28.6,4.8,2.5,Missing,,Missing,Missing,2,Client server,Yes,Missing,0.0
10368,B,2015,Communication,Telecommunications;,Business Application,Workflow support & management;,Enhancement,Multi,Missing,Missing,164.0,M1,3307.0,3307,20.2,20.2,33.5,4.9,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,0.0
10370,B,2001,Manufacturing,Manufacturing;,Business Application,Financial transaction process/accounting;,New Development,Multi,4GL,SQL,702.0,M2,4805.0,4805,6.8,6.8,57.1,12.3,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier / Client server,Yes,Yes,0.0
10374,A,1994,Manufacturing,Manufacturing;,Business Application,Office Information System;,New Development,PC,4GL,Visual Basic,292.0,M1,,3570,,12.2,24.3,12.0,3-4,3.0,Yes,Joint Application Development (JAD);Rapid Application Development (RAD);,6,Missing,No,Missing,8.0
10376,B,1993,Manufacturing,Manufacturing;Wholesale & Retail Trade;Transport & Storage;,Business Application,Management Information System;,New Development,MF,4GL,IDEAL,4167.0,XL,4787.0,11934,1.1,2.9,245.1,17.0,9-14,10.0,Yes,Missing,5,Stand alone,Missing,Yes,5.0
10378,B,2001,Insurance,Insurance;,Business Application,Sales promotion tool;,New Development,MF,4GL,ASP,287.0,M1,2108.0,2108,7.3,7.3,36.3,7.9,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Missing,Don't Know,Yes,0.0
10384,B,2003,Insurance,Insurance;,Missing,Missing,Enhancement,MF,3GL,COBOL,111.0,M1,1222.0,1297,11.0,11.7,15.9,7.0,Missing,,Missing,Missing,4,Missing,Missing,Missing,2.0
10388,A,2009,Service Industry,Citizens and the Municipalities;,Business Application,Stock control & order processing;,Enhancement,Multi,4GL,ASP.Net,139.0,M1,5062.0,5062,36.4,36.4,12.6,11.0,9-14,10.0,Missing,Missing,16,Client server,Yes,Yes,2.0
10390,B,1995,Banking,Banking;,Missing,Missing,New Development,MF,3GL,COBOL,154.0,M1,2408.0,2408,15.6,15.6,25.7,6.0,9-14,9.0,Don't Know,Missing,3,Stand alone,Missing,Yes,2.0
10393,B,2002,Service Industry,Transport & Storage;,Missing,Missing,Enhancement,MF,3GL,RPG,212.0,M1,756.0,756,3.6,3.6,57.3,3.7,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Missing,Don't Know,Yes,0.0
10396,B,2014,Communication,Telecommunications;,Business Application,Customer relationship management;,Enhancement,Multi,4GL,Visual Basic,165.0,M1,2774.0,2774,16.8,16.8,37.5,4.4,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,0.0
10397,B,2005,Communication,Communications;,Mathematically-Intensive Application,relatively complex application;,Enhancement,MF,3GL,Missing,3.0,XXS,65.0,65,21.7,21.7,,,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,0.0
10398,A,2000,Communication,Communications;,Missing,Company hierarchy and staff directory;,Enhancement,Missing,3GL,C,115.0,M1,1243.0,1498,10.8,13.0,19.2,6.0,3-4,4.0,Missing,Missing,5,Missing,Missing,Missing,0.0
10404,B,2010,Manufacturing,Manufacturing;,Business Application,Logistic indicators;,Enhancement,MR,3GL,Java,72.0,S,,952,,13.2,18.5,3.9,Missing,,Yes,Missing,8,Client server,Yes,Yes,4.0
10409,A,1999,Communication,Communications;,Business Application,Management Information System;,Enhancement,Missing,4GL,Oracle,46.0,S,4063.0,4063,88.3,88.3,6.6,7.0,9-14,11.0,Missing,Missing,4,Missing,Missing,Missing,0.0
10412,B,2013,Insurance,Insurance;,Business Application,Unknown;,Enhancement,Missing,3GL,PL/SQL,53.0,S,329.0,329,6.2,6.2,7.9,6.7,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Missing,0.0
10422,B,2005,Insurance,Insurance;,Missing,Missing,Enhancement,MF,ApG,COOL:Gen,41.0,S,875.0,875,21.3,21.3,7.9,5.2,Missing,,Yes,Waterfall (incl Linear Processing & SSADM);,7,Missing,Missing,Missing,4.0
10424,B,2004,Missing,Missing,Missing,Missing,Enhancement,Missing,3GL,Java,203.0,M1,1822.0,1822,9.0,9.0,,,Missing,,Missing,Missing,2,Missing,Missing,Missing,0.0
10426,A,2008,Service Industry,Car Rental;,Business Application,Customer relationship management;,New Development,PC,3GL,C#,90.0,S,2006.0,2006,22.3,22.3,18.0,5.0,5-8,8.0,Yes,Iterative;,16,Multi-tier with web public interface,Yes,Yes,7.0
10427,B,2001,Service Industry,Recreation & Personnel Services;,Business Application,Financial transaction process/accounting;,New Development,MR,4GL,SQL,859.0,M2,11372.0,11372,13.2,13.2,71.6,12.0,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,0.0
10430,B,2004,Banking,Banking;,Business Application,Financial transaction process/accounting;,Enhancement,MF,3GL,Java,44.0,S,1416.0,1416,32.2,32.2,,,Missing,,Missing,Missing,3,Missing,Missing,Missing,0.0
10431,A,2001,Communication,Communications;,Real-Time Application,Real-time System;,New Development,MR,3GL,Java,1306.0,L,88555.0,88555,67.8,67.8,68.7,19.0,Missing,,Missing,Joint Application Development (JAD);Multifunctional Teams;Rapid Application Development (RAD);,6,Client server,Yes,Yes,1.0
10434,B,2001,Banking,Banking;,Business Application,Financial transaction process/accounting;,Enhancement,MF,3GL,PL/I,14.0,XS,180.0,180,12.9,12.9,4.7,3.0,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Missing,Don't Know,Yes,0.0
10438,B,2006,Utilities,"Electricity, Gas, Water;",Business Application,Trading;,New Development,PC,3GL,C#,,Missing,12269.0,12269,,,,11.6,9-14,9.0,Missing,Waterfall (incl Linear Processing & SSADM);,2,Client server,Yes,Yes,0.0
10442,B,2004,Financial,"Financial, Property & Business Services;",Business Application,Financial transaction process/accounting;Client Server;,Enhancement,Multi,4GL,Missing,,M1,1253.0,1253,,,,5.2,Missing,,Missing,Missing,3,Client server,Yes,Missing,0.0
10445,B,2013,Government,Government;,Business Application,Business Application;,Enhancement,Missing,3GL,PHP,58.0,S,1214.0,1214,20.9,20.9,5.8,10.0,3-4,3.0,Missing,Missing,2,Missing,Missing,Missing,0.0
10449,B,2012,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,18.0,XS,2651.0,2651,147.3,147.3,3.0,6.0,31-40,33.0,Missing,Missing,2,Missing,Missing,Missing,0.0
10450,B,2006,Missing,Missing,Business Application,Financial transaction process/accounting;,New Development,Multi,3GL,Java,,M1,2368.0,2368,,,,6.2,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,0.0
10454,B,2006,Missing,Missing,Business Application,Financial transaction process/accounting;,New Development,Multi,3GL,Java,,M1,1354.0,1354,,,,4.2,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,0.0
10459,A,1990,Communication,Communications;,Missing,Missing,New Development,MR,3GL,C,460.0,M2,10200.0,10200,22.2,22.2,51.1,9.0,3-4,3.0,Missing,Missing,2,Stand alone,Missing,Yes,0.0
10460,B,2002,Wholesale & Retail,Consumer Goods;,Business Application,Fixed asset;,Enhancement,MF,3GL,COBOL,230.0,M1,930.0,930,4.0,4.0,63.9,3.6,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Missing,Don't Know,Yes,0.0
10465,B,2011,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,12.0,XS,2920.0,2920,243.3,243.3,1.2,10.0,41-50,47.0,Missing,Missing,2,Missing,Missing,Missing,0.0
10466,B,1999,Missing,Missing,Missing,Missing,Enhancement,Missing,Missing,Missing,687.0,M2,1788.0,1788,2.6,2.6,114.5,6.0,3-4,4.0,Don't Know,Missing,4,Missing,Missing,Missing,0.0
10469,B,2015,Communication,Telecommunications;,Business Application,Stock control & order processing;,Enhancement,Multi,3GL,Java,85.0,S,357.0,357,4.2,4.2,9.9,8.6,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,0.0
10470,B,2012,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,116.0,M1,13316.0,13316,114.8,114.8,10.5,11.0,61-70,69.0,Missing,Missing,2,Missing,Missing,Missing,0.0
10473,B,2015,Insurance,Insurance;,Business Application,Workflow support & management;,Enhancement,PC,3GL,COBOL,56.0,S,295.0,295,5.3,5.3,6.8,8.2,1,1.0,Missing,Missing,2,Stand alone,Missing,Missing,0.0
10481,B,2004,Service Industry,Government;Community Services;,Business Application,Catalogue/register of things or events;Customer billing/relationship management;Electronic Data Interchange;,Enhancement,MF,3GL,PL/I,304.0,M2,5377.0,5377,17.7,17.7,30.4,10.0,5-8,8.0,No,Missing,13,Stand alone,No,Yes,2.0
10483,B,2009,Manufacturing,Manufacturing;,Business Application,Parts selling;,Enhancement,MF,3GL,PL/I,20.0,XS,,278,,13.9,5.0,4.0,Missing,,Missing,Missing,8,Stand alone,No,Yes,2.0
10486,A,2007,Government,Government;,Business Application,Customer billing/relationship management;,Enhancement,Multi,3GL,JavaScript,132.0,M1,1485.0,1485,11.3,11.3,11.0,12.0,3-4,3.0,Missing,Missing,14,Client server,Yes,Yes,4.0
10488,B,2000,Communication,Communications;,Business Application,Transaction/Production System;,Enhancement,MF,3GL,COBOL,811.0,M2,1076.0,1681,1.3,2.1,405.5,2.0,Missing,,Missing,Missing,4,Stand alone,No,Missing,0.0
10492,B,2003,Missing,Missing,Missing,Missing,Enhancement,MF,3GL,COBOL,5.0,XXS,554.0,554,110.8,110.8,1.7,3.0,Missing,,Missing,Missing,2,Missing,Missing,Missing,0.0
10494,B,2013,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,42.0,S,5305.0,5305,126.3,126.3,2.6,16.0,31-40,33.0,Missing,Missing,2,Missing,Missing,Missing,0.0
10496,B,2012,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,47.0,S,2450.0,2450,52.1,52.1,2.0,24.0,31-40,36.0,Missing,Missing,2,Missing,Missing,Missing,0.0
10500,B,1994,Banking,Banking;,Business Application,Transaction/Production System;,New Development,MF,3GL,COBOL,42.0,S,,932,,22.2,,,3-4,4.0,Missing,Missing,4,Stand alone,Missing,Yes,4.0
10501,B,2009,Manufacturing,Manufacturing;,Business Application,Factory parts follow up;,Enhancement,MR,3GL,Java,578.0,M2,,13064,,22.6,49.4,11.7,Missing,,Yes,Missing,8,Client server,Yes,Yes,4.0
10502,B,2000,Missing,Missing,Missing,Missing,New Development,Missing,3GL,Visual Basic,28.0,XS,686.0,686,24.5,24.5,7.0,4.0,3-4,4.0,Yes,Missing,4,Missing,Missing,Missing,1.0
10503,B,2006,Missing,Missing,Missing,Missing,New Development,Multi,3GL,Java,149.0,M1,1492.0,1492,10.0,10.0,93.1,1.6,Missing,,Missing,Missing,2,Missing,Missing,Missing,0.0
10505,B,2001,Banking,Banking;,Business Application,Financial transaction process/accounting;,Enhancement,MF,3GL,PL/I,24.0,XS,2347.0,2347,97.8,97.8,8.9,2.7,Missing,,Yes,Waterfall (incl Linear Processing & SSADM);,3,Missing,Don't Know,Yes,1.0
10510,B,1994,Insurance,Public Administration;Insurance;,Business Application,Transaction/Production System;,New Development,MF,3GL,COBOL,1738.0,L,,15142,,8.7,96.6,18.0,Missing,,No,Joint Application Development (JAD);,6,Stand alone,No,Yes,8.0
10512,B,2010,Manufacturing,Manufacturing;,Business Application,Parts selling;,Enhancement,MR,3GL,PL/I,22.0,XS,,432,,19.6,6.7,3.3,Missing,,Missing,Missing,8,Stand alone,No,Yes,2.0
10513,B,2000,Financial,"Financial, Property & Business Services;",Business Application,Electronic Data Interchange;,New Development,MF,4GL,SQL,,M2,4363.0,4363,,,,,Missing,,Don't Know,Missing,4,Client server,Yes,Yes,2.0
10514,B,2014,Communication,Telecommunications;,Business Application,Data Warehouse system;,Enhancement,Multi,3GL,Shell,99.0,S,2029.0,2029,20.5,20.5,17.4,5.7,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,0.0
10515,B,2004,Insurance,Insurance;,Missing,Missing,New Development,MF,3GL,PL/I,355.0,M2,2415.0,2415,6.8,6.8,35.5,10.0,Missing,,Yes,Waterfall (incl Linear Processing & SSADM);,6,Missing,Missing,Missing,4.0
10518,B,2009,Manufacturing,Manufacturing;,Business Application,Cars documentation;,Enhancement,MR,3GL,Java,328.0,M2,,3355,,10.2,19.3,17.0,Missing,,Missing,Missing,8,Client server,Yes,Yes,2.0
10519,B,2004,Financial,"Financial, Property & Business Services;",Business Application,Financial transaction process/accounting;Client Server;,Enhancement,Multi,4GL,Missing,,S,152.0,152,,,,1.7,Missing,,Missing,Missing,3,Client server,Yes,Missing,0.0
10521,B,2014,Communication,Telecommunications;,Business Application,Stock control & order processing;,Enhancement,Multi,3GL,Java,135.0,M1,2424.0,2424,18.0,18.0,32.9,4.1,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,0.0
10523,B,2004,Financial,"Financial, Property & Business Services;",Business Application,Financial transaction process/accounting;Client Server;,Enhancement,Multi,4GL,Missing,,XXS,55.0,55,,,,1.8,Missing,,Missing,Missing,3,Client server,Yes,Missing,0.0
10525,B,1999,Banking,Banking;,Business Application,Workflow support & management;,New Development,Multi,4GL,Lotus Notes,77.0,S,218.0,218,2.8,2.8,40.5,1.9,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier / Client server,Yes,Yes,0.0
10527,B,2012,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,6.0,XXS,538.0,538,89.7,89.7,1.0,6.0,9-14,12.0,Missing,Missing,2,Missing,Missing,Missing,0.0
10531,B,2013,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,24.0,XS,170.0,170,7.1,7.1,3.0,8.0,5-8,8.0,Missing,Missing,2,Missing,Missing,Missing,0.0
10532,B,2000,Banking,Banking;,Missing,Missing,New Development,MF,3GL,COBOL,149.0,M1,1606.0,1606,10.8,10.8,7.8,19.0,Missing,,Missing,Missing,8,Missing,Missing,Missing,0.0
10537,B,2000,Manufacturing,Manufacturing;,Business Application,Executive Information System;,Enhancement,PC,3GL,C++,,M2,1197.0,1197,,,,,Missing,,Yes,Timeboxing;,4,Missing,Don't Know,Yes,6.0
10543,A,2000,Communication,Communications;,Real-Time Application,Real-time System;,Enhancement,MR,3GL,C,60.0,S,2053.0,2053,34.2,34.2,8.6,7.0,Missing,,Missing,Missing,4,Stand alone,No,Yes,2.0
10544,B,1999,Communication,Communications;,Business Application,Transaction/Production System;,Enhancement,PC,ApG,COOL:Gen,342.0,M2,3359.0,3359,9.8,9.8,103.6,3.3,Missing,,Yes,Missing,4,Client server,Yes,Missing,1.0
10549,B,2004,Missing,Missing,Business Application,Financial application area;,Enhancement,Multi,4GL,Missing,233.0,M1,1817.0,1817,7.8,7.8,40.2,5.8,Missing,,Missing,Missing,2,Multi-tier / Client server,Yes,Yes,0.0
10556,B,2004,Communication,Communications;,Missing,Missing,Enhancement,MR,3GL,COBOL,,Missing,2170.0,2170,,,,5.0,5-8,8.0,Missing,Missing,0,Missing,Missing,Yes,4.0
10557,B,1998,Manufacturing,Manufacturing;,Business Application,Decision Support System;,Enhancement,PC,4GL,Access,62.0,S,2049.0,2049,33.0,33.0,,,2,2.0,Missing,Missing,3,Stand alone,No,Missing,0.0
10559,B,2009,Manufacturing,Manufacturing;,Business Application,After sales Parts documentation;,Enhancement,Multi,3GL,C++,115.0,M1,,1414,,12.3,14.4,8.0,Missing,,Yes,Missing,8,Client server,Yes,Yes,4.0
10560,B,2010,Manufacturing,Manufacturing;,Business Application,Stock factory manegement;,Enhancement,MR,4GL,ABAP,549.0,M2,,7930,,14.4,35.2,15.6,Missing,,Yes,Missing,8,Client server,Yes,Yes,4.0
10561,B,2006,Electronics & Computers,Computers & Software;Consumer Goods;Electronics;,Infrastructure Software,Operating system or software utility;,New Development,PC,3GL,C++,,Missing,2438.0,2513,,,,2.0,5-8,8.0,No,Missing,10,Stand-alone,No,No,4.0
10564,B,2002,Insurance,Insurance;,Business Application,Financial transaction process/accounting;,Enhancement,MF,3GL,Visual Basic,217.0,M1,6459.0,6459,29.8,29.8,74.8,2.9,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Missing,Don't Know,Yes,0.0
10566,B,2001,Service Industry,Recreation & Personnel Services;,Business Application,Financial transaction process/accounting;,New Development,MR,4GL,SQL,359.0,M2,8580.0,8580,23.9,23.9,42.2,8.5,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,0.0
10568,B,2013,Insurance,Insurance;,Business Application,Unknown;,Enhancement,Missing,3GL,COBOL,51.0,S,259.0,259,5.1,5.1,17.0,3.0,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Missing,0.0
10570,A,1997,Banking,Banking;,Business Application,Management Information System;,New Development,MR,3GL,C++,214.0,M1,,3034,,14.2,30.6,7.0,Missing,,Yes,Multifunctional Teams;,5,Client server,Yes,Yes,3.0
10572,B,2014,Government,Government;,Business Application,Business Application;,Enhancement,Missing,4GL,Oracle,85.0,S,774.0,774,9.1,9.1,212.5,0.4,Missing,,Missing,Agile Development;,3,Missing,Missing,Missing,0.0
10573,A,1995,Insurance,Insurance;,Business Application,Transaction/Production System;,Enhancement,MF,3GL,COBOL,,M2,,1680,,,,8.0,Missing,,Don't Know,Missing,4,Stand alone,No,Yes,0.0
10575,B,2001,Construction,Construction;,Business Application,Production management system;,New Development,PC,3GL,COBOL,320.0,M2,1427.0,1427,4.5,4.5,106.7,3.0,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Missing,Don't Know,Yes,0.0
10576,B,2000,Utilities,"Electricity, Gas, Water;",Business Application,Office Information System;,New Development,MF,3GL,C,,M2,1113.0,1113,,,,,Missing,,No,Missing,4,Client server,Yes,Yes,0.0
10578,B,2005,Communication,Communications;,Mathematically-Intensive Application,relatively complex application;,Enhancement,Multi,4GL,Missing,267.0,M1,8486.0,8486,31.8,31.8,,,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Client server,Yes,Yes,0.0
10581,B,1995,Banking,Banking;,Business Application,Management Information System;,New Development,MF,ApG,TELON,74.0,S,804.0,804,10.9,10.9,9.3,8.0,5-8,6.0,No,Missing,5,Stand alone,Missing,Yes,2.0
10587,B,1995,Banking,Banking;,Business Application,Transaction/Production System;,New Development,MF,3GL,COBOL,324.0,M2,5867.0,5867,18.1,18.1,27.0,12.0,5-8,8.0,No,Missing,5,Missing,Don't Know,Yes,2.0
10590,B,2014,Communication,Telecommunications;,Business Application,Customer relationship management;,Enhancement,Multi,4GL,Visual Basic,251.0,M1,5349.0,5349,21.3,21.3,81.0,3.1,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,0.0
10592,B,2010,Manufacturing,Manufacturing;,Business Application,Track test management;,New Development,MR,3GL,PHP,225.0,M1,,1856,,8.2,18.1,12.4,Missing,,Yes,Missing,8,Client server,Yes,Yes,4.0
10599,B,2009,Manufacturing,Manufacturing;,Business Application,Car selling;,Enhancement,Missing,3GL,Java,85.0,S,,971,,11.4,14.9,5.7,Missing,,Yes,Missing,8,Client server,Yes,Yes,4.0
10602,B,1999,Utilities,"Electricity, Gas, Water;",Business Application,Trading;,New Development,Multi,4GL,Lotus Notes,193.0,M1,1718.0,1718,8.9,8.9,28.0,6.9,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier / Client server,Yes,No,0.0
10606,B,2006,Missing,Missing,Business Application,Financial transaction process/accounting;,New Development,Multi,4GL,.Net,,M1,2471.0,2471,,,,6.9,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,0.0
10607,B,2004,Financial,"Financial, Property & Business Services;",Business Application,Financial transaction process/accounting;Client Server;,Enhancement,Multi,4GL,Missing,,S,330.0,330,,,,1.9,Missing,,Missing,Missing,3,Client server,Yes,Missing,0.0
10612,B,2012,Communication,Telecommunications;,Business Application,Data Warehouse system;,Enhancement,Multi,3GL,Shell,92.0,S,956.0,956,10.4,10.4,22.4,4.1,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,0.0
10614,B,2006,Government,Public Administration;,Missing,Missing,Enhancement,Multi,3GL,HTML,203.0,M1,498.0,498,2.5,2.5,20.3,10.0,Missing,,Missing,Missing,3,Missing,Missing,Missing,0.0
10616,B,2006,Manufacturing,Manufacturing;,Real-Time Application,Embedded system/real-time application;,Enhancement,Multi,4GL,Missing,,M2,36169.0,36169,,,,,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Client server,Yes,Yes,0.0
10618,B,2009,Manufacturing,Manufacturing;,Business Application,Parts selling;,Enhancement,MR,3GL,COBOL,62.0,S,,626,,10.1,12.4,5.0,Missing,,Missing,Missing,8,Stand alone,No,Yes,2.0
