isbsg_project_id,external_eef_data_quality_rating,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_group,project_prf_application_type,project_prf_development_type,tech_tf_development_platform,tech_tf_language_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_speed_of_delivery,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,_case_tool_used,process_pmf_development_methodologies,process_pmf_docs,tech_tf_architecture,tech_tf_dbms_used,tech_tf_tools_used
10427,b,2001,service industry,recreation & personnel services,business application,financial transaction process/accounting,new development,mr,4GL,sql,859.0,m2,11372.0,11372,13.2,13.2,71.6,12.0,Missing,,no,waterfall incl linear processing & ssadm,3,Missing,yes,0.0
10430,b,2004,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3GL,java,44.0,s,1416.0,1416,32.2,32.2,,,Missing,,Missing,Missing,3,Missing,Missing,0.0
10431,a,2001,communication,communications,real-time application,real-time system,new development,mr,3GL,java,1306.0,l,88555.0,88555,67.8,67.8,68.7,19.0,Missing,,Missing,joint application development jad; multifunctional teams; rapid application development rad,6,yes,yes,1.0
10434,b,2001,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3GL,pl/i,14.0,xs,180.0,180,12.9,12.9,4.7,3.0,Missing,,no,waterfall incl linear processing & ssadm,3,don't know,yes,0.0
10438,b,2006,utilities,"electricity, gas, water",business application,trading,new development,pc,3GL,c#,,Missing,12269.0,12269,,,,11.6,9-14,9.0,Missing,waterfall incl linear processing & ssadm,2,yes,yes,0.0
10442,b,2004,financial,"financial, property & business services",business application,client server; financial transaction process/accounting,enhancement,multi,4GL,Missing,,m1,1253.0,1253,,,,5.2,Missing,,Missing,Missing,3,yes,Missing,0.0
10445,b,2013,government,government,business application,business application,enhancement,Missing,3GL,php,58.0,s,1214.0,1214,20.9,20.9,5.8,10.0,3-4,3.0,Missing,Missing,2,Missing,Missing,0.0
10449,b,2012,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,18.0,xs,2651.0,2651,147.3,147.3,3.0,6.0,31-40,33.0,Missing,Missing,2,Missing,Missing,0.0
10450,b,2006,Missing,Missing,business application,financial transaction process/accounting,new development,multi,3GL,java,,m1,2368.0,2368,,,,6.2,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,yes,0.0
10454,b,2006,Missing,Missing,business application,financial transaction process/accounting,new development,multi,3GL,java,,m1,1354.0,1354,,,,4.2,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,yes,0.0
10459,a,1990,communication,communications,Missing,Missing,new development,mr,3GL,c,460.0,m2,10200.0,10200,22.2,22.2,51.1,9.0,3-4,3.0,Missing,Missing,2,Missing,yes,0.0
10460,b,2002,wholesale & retail,consumer goods,business application,fixed asset,enhancement,mf,3GL,cobol,230.0,m1,930.0,930,4.0,4.0,63.9,3.6,Missing,,no,waterfall incl linear processing & ssadm,3,don't know,yes,0.0
10465,b,2011,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,12.0,xs,2920.0,2920,243.3,243.3,1.2,10.0,41-50,47.0,Missing,Missing,2,Missing,Missing,0.0
10466,b,1999,Missing,Missing,Missing,Missing,enhancement,Missing,Missing,Missing,687.0,m2,1788.0,1788,2.6,2.6,114.5,6.0,3-4,4.0,don't know,Missing,4,Missing,Missing,0.0
10469,b,2015,communication,telecommunications,business application,stock control & order processing,enhancement,multi,3GL,java,85.0,s,357.0,357,4.2,4.2,9.9,8.6,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
10470,b,2012,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,116.0,m1,13316.0,13316,114.8,114.8,10.5,11.0,61-70,69.0,Missing,Missing,2,Missing,Missing,0.0
10473,b,2015,insurance,insurance,business application,workflow support & management,enhancement,pc,3GL,cobol,56.0,s,295.0,295,5.3,5.3,6.8,8.2,1,1.0,Missing,Missing,2,Missing,Missing,0.0
10481,b,2004,service industry,community services; government,business application,catalogue/register of things or events; customer billing/relationship management; electronic data interchange,enhancement,mf,3GL,pl/i,304.0,m2,5377.0,5377,17.7,17.7,30.4,10.0,5-8,8.0,no,Missing,13,no,yes,2.0
10483,b,2009,manufacturing,manufacturing,business application,parts selling,enhancement,mf,3GL,pl/i,20.0,xs,,278,,13.9,5.0,4.0,Missing,,Missing,Missing,8,no,yes,2.0
10486,a,2007,government,government,business application,customer billing/relationship management,enhancement,multi,3GL,javascript,132.0,m1,1485.0,1485,11.3,11.3,11.0,12.0,3-4,3.0,Missing,Missing,14,yes,yes,4.0
10488,b,2000,communication,communications,business application,transaction/production system,enhancement,mf,3GL,cobol,811.0,m2,1076.0,1681,1.3,2.1,405.5,2.0,Missing,,Missing,Missing,4,no,Missing,0.0
10492,b,2003,Missing,Missing,Missing,Missing,enhancement,mf,3GL,cobol,5.0,xxs,554.0,554,110.8,110.8,1.7,3.0,Missing,,Missing,Missing,2,Missing,Missing,0.0
10494,b,2013,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,42.0,s,5305.0,5305,126.3,126.3,2.6,16.0,31-40,33.0,Missing,Missing,2,Missing,Missing,0.0
10496,b,2012,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,47.0,s,2450.0,2450,52.1,52.1,2.0,24.0,31-40,36.0,Missing,Missing,2,Missing,Missing,0.0
10500,b,1994,banking,banking,business application,transaction/production system,new development,mf,3GL,cobol,42.0,s,,932,,22.2,,,3-4,4.0,Missing,Missing,4,Missing,yes,4.0
10501,b,2009,manufacturing,manufacturing,business application,factory parts follow up,enhancement,mr,3GL,java,578.0,m2,,13064,,22.6,49.4,11.7,Missing,,yes,Missing,8,yes,yes,4.0
10502,b,2000,Missing,Missing,Missing,Missing,new development,Missing,3GL,visual basic,28.0,xs,686.0,686,24.5,24.5,7.0,4.0,3-4,4.0,yes,Missing,4,Missing,Missing,1.0
10503,b,2006,Missing,Missing,Missing,Missing,new development,multi,3GL,java,149.0,m1,1492.0,1492,10.0,10.0,93.1,1.6,Missing,,Missing,Missing,2,Missing,Missing,0.0
10505,b,2001,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3GL,pl/i,24.0,xs,2347.0,2347,97.8,97.8,8.9,2.7,Missing,,yes,waterfall incl linear processing & ssadm,3,don't know,yes,1.0
10510,b,1994,insurance,insurance; public administration,business application,transaction/production system,new development,mf,3GL,cobol,1738.0,l,,15142,,8.7,96.6,18.0,Missing,,no,joint application development jad,6,no,yes,8.0
10512,b,2010,manufacturing,manufacturing,business application,parts selling,enhancement,mr,3GL,pl/i,22.0,xs,,432,,19.6,6.7,3.3,Missing,,Missing,Missing,8,no,yes,2.0
10513,b,2000,financial,"financial, property & business services",business application,electronic data interchange,new development,mf,4GL,sql,,m2,4363.0,4363,,,,,Missing,,don't know,Missing,4,yes,yes,2.0
10514,b,2014,communication,telecommunications,business application,data warehouse system,enhancement,multi,3GL,shell,99.0,s,2029.0,2029,20.5,20.5,17.4,5.7,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
10515,b,2004,insurance,insurance,Missing,Missing,new development,mf,3GL,pl/i,355.0,m2,2415.0,2415,6.8,6.8,35.5,10.0,Missing,,yes,waterfall incl linear processing & ssadm,6,Missing,Missing,4.0
10518,b,2009,manufacturing,manufacturing,business application,cars documentation,enhancement,mr,3GL,java,328.0,m2,,3355,,10.2,19.3,17.0,Missing,,Missing,Missing,8,yes,yes,2.0
10519,b,2004,financial,"financial, property & business services",business application,client server; financial transaction process/accounting,enhancement,multi,4GL,Missing,,s,152.0,152,,,,1.7,Missing,,Missing,Missing,3,yes,Missing,0.0
10521,b,2014,communication,telecommunications,business application,stock control & order processing,enhancement,multi,3GL,java,135.0,m1,2424.0,2424,18.0,18.0,32.9,4.1,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
10523,b,2004,financial,"financial, property & business services",business application,client server; financial transaction process/accounting,enhancement,multi,4GL,Missing,,xxs,55.0,55,,,,1.8,Missing,,Missing,Missing,3,yes,Missing,0.0
10525,b,1999,banking,banking,business application,workflow support & management,new development,multi,4GL,lotus notes,77.0,s,218.0,218,2.8,2.8,40.5,1.9,Missing,,no,waterfall incl linear processing & ssadm,3,yes,yes,0.0
10527,b,2012,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,6.0,xxs,538.0,538,89.7,89.7,1.0,6.0,9-14,12.0,Missing,Missing,2,Missing,Missing,0.0
10531,b,2013,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,24.0,xs,170.0,170,7.1,7.1,3.0,8.0,5-8,8.0,Missing,Missing,2,Missing,Missing,0.0
10532,b,2000,banking,banking,Missing,Missing,new development,mf,3GL,cobol,149.0,m1,1606.0,1606,10.8,10.8,7.8,19.0,Missing,,Missing,Missing,8,Missing,Missing,0.0
10537,b,2000,manufacturing,manufacturing,business application,executive information system,enhancement,pc,3GL,c++,,m2,1197.0,1197,,,,,Missing,,yes,timeboxing,4,don't know,yes,6.0
10543,a,2000,communication,communications,real-time application,real-time system,enhancement,mr,3GL,c,60.0,s,2053.0,2053,34.2,34.2,8.6,7.0,Missing,,Missing,Missing,4,no,yes,2.0
10544,b,1999,communication,communications,business application,transaction/production system,enhancement,pc,APG,cool:gen,342.0,m2,3359.0,3359,9.8,9.8,103.6,3.3,Missing,,yes,Missing,4,yes,Missing,1.0
10549,b,2004,Missing,Missing,business application,financial application area,enhancement,multi,4GL,Missing,233.0,m1,1817.0,1817,7.8,7.8,40.2,5.8,Missing,,Missing,Missing,2,yes,yes,0.0
10556,b,2004,communication,communications,Missing,Missing,enhancement,mr,3GL,cobol,,Missing,2170.0,2170,,,,5.0,5-8,8.0,Missing,Missing,0,Missing,yes,4.0
10557,b,1998,manufacturing,manufacturing,business application,decision support system,enhancement,pc,4GL,access,62.0,s,2049.0,2049,33.0,33.0,,,2,2.0,Missing,Missing,3,no,Missing,0.0
10559,b,2009,manufacturing,manufacturing,business application,after sales parts documentation,enhancement,multi,3GL,c++,115.0,m1,,1414,,12.3,14.4,8.0,Missing,,yes,Missing,8,yes,yes,4.0
10560,b,2010,manufacturing,manufacturing,business application,stock factory manegement,enhancement,mr,4GL,abap,549.0,m2,,7930,,14.4,35.2,15.6,Missing,,yes,Missing,8,yes,yes,4.0
10561,b,2006,electronics & computers,computers & software; consumer goods; electronics,infrastructure software,operating system or software utility,new development,pc,3GL,c++,,Missing,2438.0,2513,,,,2.0,5-8,8.0,no,Missing,10,no,no,4.0
10564,b,2002,insurance,insurance,business application,financial transaction process/accounting,enhancement,mf,3GL,visual basic,217.0,m1,6459.0,6459,29.8,29.8,74.8,2.9,Missing,,no,waterfall incl linear processing & ssadm,3,don't know,yes,0.0
10566,b,2001,service industry,recreation & personnel services,business application,financial transaction process/accounting,new development,mr,4GL,sql,359.0,m2,8580.0,8580,23.9,23.9,42.2,8.5,Missing,,no,waterfall incl linear processing & ssadm,3,Missing,yes,0.0
10568,b,2013,insurance,insurance,business application,unknown,enhancement,Missing,3GL,cobol,51.0,s,259.0,259,5.1,5.1,17.0,3.0,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
10570,a,1997,banking,banking,business application,management information system,new development,mr,3GL,c++,214.0,m1,,3034,,14.2,30.6,7.0,Missing,,yes,multifunctional teams,5,yes,yes,3.0
10572,b,2014,government,government,business application,business application,enhancement,Missing,4GL,oracle,85.0,s,774.0,774,9.1,9.1,212.5,0.4,Missing,,Missing,agile development,3,Missing,Missing,0.0
10573,a,1995,insurance,insurance,business application,transaction/production system,enhancement,mf,3GL,cobol,,m2,,1680,,,,8.0,Missing,,don't know,Missing,4,no,yes,0.0
10575,b,2001,construction,construction,business application,production management system,new development,pc,3GL,cobol,320.0,m2,1427.0,1427,4.5,4.5,106.7,3.0,Missing,,no,waterfall incl linear processing & ssadm,3,don't know,yes,0.0
10576,b,2000,utilities,"electricity, gas, water",business application,office information system,new development,mf,3GL,c,,m2,1113.0,1113,,,,,Missing,,no,Missing,4,yes,yes,0.0
10578,b,2005,communication,communications,mathematically-intensive application,relatively complex application,enhancement,multi,4GL,Missing,267.0,m1,8486.0,8486,31.8,31.8,,,Missing,,Missing,waterfall incl linear processing & ssadm,3,yes,yes,0.0
10581,b,1995,banking,banking,business application,management information system,new development,mf,APG,telon,74.0,s,804.0,804,10.9,10.9,9.3,8.0,5-8,6.0,no,Missing,5,Missing,yes,2.0
10587,b,1995,banking,banking,business application,transaction/production system,new development,mf,3GL,cobol,324.0,m2,5867.0,5867,18.1,18.1,27.0,12.0,5-8,8.0,no,Missing,5,don't know,yes,2.0
10590,b,2014,communication,telecommunications,business application,customer relationship management,enhancement,multi,4GL,visual basic,251.0,m1,5349.0,5349,21.3,21.3,81.0,3.1,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
10592,b,2010,manufacturing,manufacturing,business application,track test management,new development,mr,3GL,php,225.0,m1,,1856,,8.2,18.1,12.4,Missing,,yes,Missing,8,yes,yes,4.0
10599,b,2009,manufacturing,manufacturing,business application,car selling,enhancement,Missing,3GL,java,85.0,s,,971,,11.4,14.9,5.7,Missing,,yes,Missing,8,yes,yes,4.0
10602,b,1999,utilities,"electricity, gas, water",business application,trading,new development,multi,4GL,lotus notes,193.0,m1,1718.0,1718,8.9,8.9,28.0,6.9,Missing,,no,waterfall incl linear processing & ssadm,3,yes,no,0.0
10606,b,2006,Missing,Missing,business application,financial transaction process/accounting,new development,multi,4GL,.net,,m1,2471.0,2471,,,,6.9,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,yes,0.0
10607,b,2004,financial,"financial, property & business services",business application,client server; financial transaction process/accounting,enhancement,multi,4GL,Missing,,s,330.0,330,,,,1.9,Missing,,Missing,Missing,3,yes,Missing,0.0
10612,b,2012,communication,telecommunications,business application,data warehouse system,enhancement,multi,3GL,shell,92.0,s,956.0,956,10.4,10.4,22.4,4.1,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
10614,b,2006,government,public administration,Missing,Missing,enhancement,multi,3GL,html,203.0,m1,498.0,498,2.5,2.5,20.3,10.0,Missing,,Missing,Missing,3,Missing,Missing,0.0
10616,b,2006,manufacturing,manufacturing,real-time application,embedded system/real-time application,enhancement,multi,4GL,Missing,,m2,36169.0,36169,,,,,Missing,,Missing,waterfall incl linear processing & ssadm,3,yes,yes,0.0
10618,b,2009,manufacturing,manufacturing,business application,parts selling,enhancement,mr,3GL,cobol,62.0,s,,626,,10.1,12.4,5.0,Missing,,Missing,Missing,8,no,yes,2.0
10621,b,2000,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3GL,rpg,255.0,m1,185.0,185,0.7,0.7,75.0,3.4,Missing,,no,waterfall incl linear processing & ssadm,3,don't know,yes,0.0
10625,b,2005,communication,telecommunication,Missing,web-based application,new development,mf,4GL,script language,,Missing,864.0,1044,,,,1.9,5-8,5.0,Missing,Missing,0,Missing,yes,0.0
10629,b,2008,insurance,insurance,Missing,Missing,enhancement,multi,3GL,Missing,133.0,m1,1103.0,1103,8.3,8.3,18.2,7.3,Missing,,Missing,Missing,3,Missing,Missing,0.0
10649,b,2004,Missing,Missing,Missing,Missing,enhancement,Missing,4GL,oracle,113.0,m1,1847.0,1847,16.3,16.3,43.5,2.6,Missing,,Missing,Missing,2,yes,Missing,0.0
10656,b,2012,communication,telecommunications,business application,data warehouse system,enhancement,multi,3GL,shell,62.0,s,751.0,751,12.1,12.1,9.7,6.4,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
10658,b,2014,insurance,insurance,business application,unknown,enhancement,Missing,3GL,pl/sql,71.0,s,117.0,117,1.6,1.6,64.5,1.1,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
10659,b,1998,insurance,insurance,Missing,Missing,new development,mf,3GL,pl/i,214.0,m1,2345.0,2345,11.0,11.0,53.5,4.0,Missing,,yes,Missing,3,Missing,Missing,3.0
10662,b,2005,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3GL,cobol,121.0,m1,2955.0,2955,24.4,24.4,,,Missing,,Missing,Missing,3,Missing,Missing,0.0
10663,b,1999,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3GL,pl/i,218.0,m1,4997.0,4997,22.9,22.9,6.6,33.0,Missing,,no,waterfall incl linear processing & ssadm,3,don't know,yes,0.0
10665,b,2015,communication,telecommunications,business application,stock control & order processing,enhancement,multi,3GL,java,96.0,s,1599.0,1599,16.7,16.7,16.0,6.0,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,0.0
10670,b,2009,manufacturing,manufacturing,business application,manufacturing process management,enhancement,multi,3GL,java,36.0,s,,400,,11.1,12.0,3.0,Missing,,Missing,Missing,8,yes,yes,2.0
10673,b,2003,insurance,insurance,Missing,Missing,enhancement,mf,3GL,pl/i,88.0,s,885.0,885,10.1,10.1,17.6,5.0,Missing,,Missing,waterfall incl linear processing & ssadm,4,Missing,Missing,2.0
10675,b,2005,insurance,insurance,Missing,Missing,enhancement,multi,3GL,java,65.0,s,664.0,664,10.2,10.2,12.5,5.2,Missing,,Missing,Missing,3,Missing,Missing,0.0
10676,a,2007,government,government,business application,financial transaction process/accounting,enhancement,multi,4GL,abap,249.0,m1,2204.0,2204,8.9,8.9,16.6,15.0,9-14,9.0,Missing,Missing,14,yes,yes,4.0
10682,b,2004,financial,"financial, property & business services",business application,client server; financial transaction process/accounting,enhancement,multi,4GL,Missing,,m1,409.0,409,,,,2.5,Missing,,Missing,Missing,3,yes,Missing,0.0
