isbsg_project_id,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_speed_of_delivery,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,process_pmf_development_methodologies,process_pmf_docs,tech_tf_tools_used,external_eef_data_quality_rating_b,project_prf_application_group_business_application,project_prf_application_group_business_application__infrastructure_software,project_prf_application_group_infrastructure_software,project_prf_application_group_mathematically_intensive_application,project_prf_application_group_mathematically_intensive_application_1,project_prf_application_group_real_time_application,project_prf_development_type_new_development,project_prf_development_type_re_development,tech_tf_development_platform_hand_held,tech_tf_development_platform_mf,tech_tf_development_platform_mr,tech_tf_development_platform_multi,tech_tf_development_platform_pc,tech_tf_development_platform_proprietary,tech_tf_language_type_3GL,tech_tf_language_type_4GL,tech_tf_language_type_5GL,tech_tf_language_type_APG,tech_tf_language_type_Missing,_case_tool_used_don_t_know,_case_tool_used_no,_case_tool_used_yes,tech_tf_architecture_don_t_know,tech_tf_architecture_no,tech_tf_architecture_not_applicable,tech_tf_architecture_yes,tech_tf_dbms_used_no,tech_tf_dbms_used_yes
10324,2000,insurance,insurance,Missing,c++,44.0,s,362.0,362,8.2,8.2,7.3,6.0,Missing,,Missing,3,3.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
10332,2009,manufacturing,manufacturing,manufacturing process management,java,34.0,s,,374,,11.0,8.5,4.0,Missing,,Missing,8,2.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
10333,2015,communication,telecommunications,workflow support & management,Missing,78.0,s,776.0,776,9.9,9.9,52.0,1.5,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
10337,2000,insurance,insurance,Missing,cobol,120.0,m1,,1158,,9.7,17.1,7.0,Missing,,Missing,4,1.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
10339,2006,Missing,Missing,financial transaction process/accounting,java,,xxs,71.0,71,,,,1.3,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
10341,2002,insurance,insurance,Missing,java,1282.0,l,8429.0,8429,6.6,6.6,71.2,18.0,Missing,,spiral,4,4.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
10343,2013,insurance,insurance,unknown,Missing,343.0,m2,1550.0,1550,4.5,4.5,32.7,10.5,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
10349,1999,government,government,military,delphi,1286.0,l,19344.0,19344,15.0,15.0,63.7,20.2,5-8,6.0,rapid application development rad,2,0.0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
10351,2006,insurance,insurance,Missing,pl/i,270.0,m1,4484.0,4484,16.6,16.6,16.9,16.0,Missing,,waterfall incl linear processing & ssadm,4,3.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
10352,2004,Missing,Missing,Missing,Missing,275.0,m1,1888.0,1888,6.9,6.9,50.0,5.5,Missing,,Missing,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
10353,2002,insurance,insurance,financial transaction process/accounting,cobol,68.0,s,2710.0,2710,39.9,39.9,22.7,3.0,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
10354,2000,communication,communications,transaction/production system,cool:gen,127.0,m1,586.0,916,4.6,7.2,42.3,3.0,Missing,,Missing,4,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
10355,2004,Missing,Missing,Missing,unix shell,50.0,s,253.0,253,5.1,5.1,9.3,5.4,Missing,,Missing,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10358,2004,banking,banking,web-based application,visual basic,191.0,m1,571.0,737,3.0,3.9,95.5,2.0,5-8,5.0,Missing,2,0.0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
10359,2012,medical & health care,medical and health care,not recorded,Missing,19.0,xs,4061.0,4061,213.7,213.7,1.3,15.0,51-60,58.0,Missing,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
10361,2012,medical & health care,medical and health care,not recorded,Missing,21.0,xs,813.0,813,38.7,38.7,3.5,6.0,15-20,20.0,Missing,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
10365,2004,Missing,Missing,Missing,oracle,12.0,xs,343.0,343,28.6,28.6,4.8,2.5,Missing,,Missing,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
10368,2015,communication,telecommunications,workflow support & management,Missing,164.0,m1,3307.0,3307,20.2,20.2,33.5,4.9,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
10370,2001,manufacturing,manufacturing,financial transaction process/accounting,sql,702.0,m2,4805.0,4805,6.8,6.8,57.1,12.3,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
10374,1994,manufacturing,manufacturing,office information system,visual basic,292.0,m1,,3570,,12.2,24.3,12.0,3-4,3.0,joint application development jad; rapid application development rad,6,8.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
10376,1993,manufacturing,manufacturing; transport & storage; wholesale & retail trade,management information system,ideal,4167.0,xl,4787.0,11934,1.1,2.9,245.1,17.0,9-14,10.0,Missing,5,5.0,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
10378,2001,insurance,insurance,sales promotion tool,asp,287.0,m1,2108.0,2108,7.3,7.3,36.3,7.9,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
10384,2003,insurance,insurance,Missing,cobol,111.0,m1,1222.0,1297,11.0,11.7,15.9,7.0,Missing,,Missing,4,2.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10388,2009,service industry,citizens and the municipalities,stock control & order processing,asp.net,139.0,m1,5062.0,5062,36.4,36.4,12.6,11.0,9-14,10.0,Missing,16,2.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
10390,1995,banking,banking,Missing,cobol,154.0,m1,2408.0,2408,15.6,15.6,25.7,6.0,9-14,9.0,Missing,3,2.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
10393,2002,service industry,transport & storage,Missing,rpg,212.0,m1,756.0,756,3.6,3.6,57.3,3.7,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
10396,2014,communication,telecommunications,customer relationship management,visual basic,165.0,m1,2774.0,2774,16.8,16.8,37.5,4.4,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
10397,2005,communication,communications,relatively complex application,Missing,3.0,xxs,65.0,65,21.7,21.7,,,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
10398,2000,communication,communications,company hierarchy and staff directory,c,115.0,m1,1243.0,1498,10.8,13.0,19.2,6.0,3-4,4.0,Missing,5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10404,2010,manufacturing,manufacturing,logistic indicators,java,72.0,s,,952,,13.2,18.5,3.9,Missing,,Missing,8,4.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
10409,1999,communication,communications,management information system,oracle,46.0,s,4063.0,4063,88.3,88.3,6.6,7.0,9-14,11.0,Missing,4,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
10412,2013,insurance,insurance,unknown,pl/sql,53.0,s,329.0,329,6.2,6.2,7.9,6.7,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10422,2005,insurance,insurance,Missing,cool:gen,41.0,s,875.0,875,21.3,21.3,7.9,5.2,Missing,,waterfall incl linear processing & ssadm,7,4.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
10424,2004,Missing,Missing,Missing,java,203.0,m1,1822.0,1822,9.0,9.0,,,Missing,,Missing,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10426,2008,service industry,car rental,customer relationship management,c#,90.0,s,2006.0,2006,22.3,22.3,18.0,5.0,5-8,8.0,iterative,16,7.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
10427,2001,service industry,recreation & personnel services,financial transaction process/accounting,sql,859.0,m2,11372.0,11372,13.2,13.2,71.6,12.0,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
10430,2004,banking,banking,financial transaction process/accounting,java,44.0,s,1416.0,1416,32.2,32.2,,,Missing,,Missing,3,0.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10431,2001,communication,communications,real-time system,java,1306.0,l,88555.0,88555,67.8,67.8,68.7,19.0,Missing,,joint application development jad; multifunctional teams; rapid application development rad,6,1.0,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
10434,2001,banking,banking,financial transaction process/accounting,pl/i,14.0,xs,180.0,180,12.9,12.9,4.7,3.0,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
10438,2006,utilities,"electricity, gas, water",trading,c#,,Missing,12269.0,12269,,,,11.6,9-14,9.0,waterfall incl linear processing & ssadm,2,0.0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
10442,2004,financial,"financial, property & business services",client server; financial transaction process/accounting,Missing,,m1,1253.0,1253,,,,5.2,Missing,,Missing,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
10445,2013,government,government,business application,php,58.0,s,1214.0,1214,20.9,20.9,5.8,10.0,3-4,3.0,Missing,2,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10449,2012,medical & health care,medical and health care,not recorded,Missing,18.0,xs,2651.0,2651,147.3,147.3,3.0,6.0,31-40,33.0,Missing,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
10450,2006,Missing,Missing,financial transaction process/accounting,java,,m1,2368.0,2368,,,,6.2,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
